Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1488.8,0.18215,122.99,5.0555,0.11091,0.053308,0.10189,0.37657,0.13762,0.033133,0.25283,0.11338,0.13606,1.3157088577077065
1475.7,0.18724,122.28,5.1518,0.10991,0.052134,0.10124,0.38577,0.13729,0.032822,0.25326,0.11339,0.13545,1.3212661367375902
1488.7,0.17911,123.89,4.8287,0.11274,0.056485,0.10358,0.37841,0.13858,0.033941,0.25173,0.1133,0.13764,1.326400909368099
1485.3,0.18138,123.2,5.0364,0.11101,0.053523,0.10203,0.38774,0.13773,0.033204,0.25274,0.11338,0.1362,1.3275570210720546
1479.0,0.17845,125.51,4.8217,0.11224,0.056484,0.10369,0.38117,0.13864,0.034053,0.25168,0.1133,0.13769,1.3289541916454293
1482.5,0.18022,123.81,4.8925,0.11213,0.05554,0.1031,0.3848,0.13834,0.033725,0.25204,0.11332,0.13721,1.3302055071190493
1487.7,0.1786,123.89,4.8535,0.11255,0.056089,0.10338,0.38738,0.13849,0.033852,0.25186,0.11331,0.13747,1.3343780180319307
1485.6,0.17914,123.88,4.8779,0.11231,0.055731,0.1032,0.38894,0.13839,0.033772,0.25198,0.11332,0.1373,1.3349422008538432
1508.1,0.17637,123.18,4.7489,0.11393,0.057695,0.10415,0.38582,0.13885,0.034178,0.25136,0.11326,0.13817,1.3374160544852192
1473.4,0.18689,120.69,5.1177,0.11064,0.052633,0.10144,0.40464,0.13746,0.032847,0.25312,0.11338,0.13569,1.341862219278918
