Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1944.7,0.1269,124.67,7.2809,0.063319,0.1295,0.054818,0.16518,0.067527,0.091587,0.5719243580666925
1967.1,0.1265,124.31,7.2818,0.063339,0.12954,0.054814,0.16808,0.067513,0.091573,0.5748626939670677
1958.6,0.12603,124.37,7.3535,0.063439,0.12944,0.054837,0.16862,0.067476,0.091469,0.5752775344494149
1944.7,0.12751,123.72,7.2987,0.063401,0.12953,0.054809,0.16882,0.067496,0.091495,0.5755598808436012
1982.6,0.12477,124.71,7.2842,0.063294,0.12948,0.054821,0.16882,0.067535,0.091633,0.575578811469657
1982.5,0.12476,124.91,7.2841,0.063286,0.12947,0.054824,0.16893,0.067536,0.091643,0.575696482537748
1984.4,0.12475,124.9,7.2239,0.063189,0.12952,0.054804,0.16929,0.067581,0.091745,0.57613549983092
1983.6,0.12476,124.9,7.2227,0.063187,0.12952,0.054804,0.16932,0.067582,0.091748,0.5761692634921493
1961.2,0.12539,125.29,7.3812,0.063431,0.12937,0.054859,0.16968,0.067471,0.091487,0.576299069752454
1986.9,0.12513,124.07,7.2719,0.063311,0.12953,0.054809,0.16974,0.067529,0.091613,0.5765398365471235
