iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3334.999897071576,5.7289481661536,392.77057071123534,8.593701842127647,8.82962053783377,0.1967671759653609,8.892253475220011
2,1503.0678044414356,0.3242635808140898,7.091298074861759,3.1025667878728775,0.38003773984575195,0.1651832046045582,0.4326171869029027
3,1120.9788425560482,8.187865213092707,232.93938228664382,18.43011438378773,3.1954344563010872,0.16263721932309017,3.2472034910730683
4,312.2987741092124,2.555650323986396,79.10409529465505,12.864727733917404,0.08398647146770033,0.19037520040367978,0.144584779840412
5,3916.177296793075,4.474578413372965,255.35038449700502,16.086259260308733,9.375411349722999,0.15807384325806118,9.425727816779107
6,2637.746906266969,7.380535542308499,177.86388907797775,13.110148383748436,7.2849638123529825,0.15106518720635947,7.3330493548989715
7,2108.4818295983127,2.3957095599172855,330.1959951466205,5.012642753985024,3.988262718274012,0.18566313695682418,4.047361130267264
8,748.8013458813824,9.884372958262288,475.39514484017906,5.849654652030415,2.9160071625779675,0.17320010386204743,2.9711384679253166
9,37.719,6.5953,455.46,17.117,0.7646199017961673,0.3025471554519078,0.8609236524132937
10,1.43,2.3812,151.23,7.2813,0.6016752821721777,0.3186933272851331,0.7031185189078419
11,64.265,6.0279,109.63,9.352,0.442758019267349,0.2721849489599313,0.5293971793917256
12,92.389,0.010655,202.11,1.1125,0.6720799939765503,0.13751151820426202,0.7158512696851091
13,212.82,0.57926,243.85,3.6227,0.2121579286944862,0.20724137009549448,0.27812490562215586
14,2892.1,1.4453e-05,307.34,6.7665,0.32306919898194825,0.17957089066820842,0.38022838875246756
15,239.37,2.5401,85.101,8.132,0.209764110551866,0.20646827081393143,0.27548500233521256
16,3684.3,3.8288,82.472,1.0418,3.485647246891944,0.13773705291409816,3.5294903125283215
17,406.02,2.8275,73.406,12.814,0.22154958664540148,0.18522221063310856,0.28050764743073636
18,326.73,2.6499,74.491,12.787,0.08569666460469656,0.1694341238881873,0.13962922129519575
19,3836.1,0.019553,0.98599,19.649,0.9059492204442301,0.15633027671320882,0.9557106930318922
20,325.93,2.8445,79.206,12.274,0.08430617788512858,0.17050708577808152,0.13858026895267955
21,0.00055495,0.00038001,308.94,1.9887,0.3164211091597856,0.19058065512202918,0.377084815800511
22,4.6051,0.65391,218.64,1.0547,0.661085312228236,0.13852559899262554,0.70517937987712
23,336.75,1.4289,97.113,11.34,0.12612266901633598,0.16367886746439722,0.17822327068962002
24,298.41,2.4052,102.58,8.0691,0.07696855852768619,0.17145760519465164,0.13154520932254107
25,326.03,1.0194,146.37,9.8691,0.10274189954971154,0.2058794824095932,0.16827537416308688
26,416.07,0.71116,151.35,9.86,0.08192119868869469,0.20479053519624965,0.1471080506385305
27,673.2,0.55878,133.36,9.9321,0.015382369385093518,0.17621230421484513,0.07147248788390437
28,643.44,0.56664,130.84,10.042,0.026007908121289572,0.17785358857237635,0.08262046365714143
29,703.77,0.51813,132.38,10.093,0.029726944467050143,0.1739443836365169,0.08509516142469946
30,659.76,0.56864,146.55,9.2669,0.03281145183633222,0.1733790949556384,0.08799973181831011
31,597.6,0.62992,143.89,9.2793,0.023515241287737944,0.16888024531168375,0.07727149295159065
32,752.76,0.59486,147.72,9.9888,0.09819569489086469,0.18357312331695072,0.15662883488028623
33,568.7,0.65795,147.78,10.717,0.03413124806289043,0.1873648276045391,0.09377132501253684
34,487.67,0.89855,139.87,10.265,0.046531031522080796,0.17678818701658103,0.1028044592099674
35,555.94,0.64817,149.54,10.587,0.030240294138427694,0.18900266181066327,0.0904017099078134
36,647.01,0.62584,133.7,8.8796,0.031025767189420232,0.1600909430990988,0.08198429706635008
37,576.33,0.6617,147.24,8.5382,0.024229416608519454,0.17160225891767708,0.07885211211348662
38,603.46,0.6568,140.99,9.5155,0.03174428980136079,0.16442377951682435,0.08408200434526986
39,614.4,0.60003,142.41,8.6766,0.021909508926409502,0.16817697600089096,0.0754419030159872
40,600.83,0.63173,140.58,8.6565,0.02393788556368097,0.1633159396346614,0.07592296372078887
41,645.64,0.6283,135.41,8.7057,0.02289581884742596,0.16035487544264648,0.07393836099859069
42,682.52,0.57355,141.2,9.0836,0.03295384362460275,0.16624639946170078,0.08587171611572172
43,609.9,0.62428,141.14,9.0797,0.020903338380788918,0.15848993598400574,0.07135225186513405
44,600.95,0.66072,139.8,9.1675,0.023825871663512136,0.16264016227132558,0.07559584320501103
45,676.8,0.53902,146.53,8.6074,0.02055808881706431,0.1838801064814571,0.07908894458264024
46,619.55,0.63247,135.67,8.8197,0.02102796117961026,0.15850311558056038,0.07148106985983466
47,609.84,0.6287,140.23,8.5631,0.023432639834628295,0.16428848136332735,0.07572728763869685
48,657.48,0.61412,134.79,8.6384,0.022746070735585773,0.16172028908549238,0.07422323754799859
49,748.17,0.49151,143.67,8.1338,0.017723076485842117,0.18697690922929464,0.07723967518161585
50,637.26,0.62993,135.1,8.884,0.02627578346105765,0.15875555493520468,0.07680924608352718
51,641.13,0.64069,132.89,8.6133,0.024474930354470615,0.15936756032393504,0.07520320034257078
52,662.66,0.57244,144.15,8.5404,0.02082622980795673,0.17520223572201793,0.07659483351977792
53,637.1,0.63261,134.73,8.8443,0.026088360967990148,0.1591519058150815,0.07674798599392212
54,637.28,0.62411,134.39,8.7086,0.021320916097385782,0.1598945402252154,0.07221692899788364
55,674.23,0.58336,136.23,8.7784,0.024892418237697448,0.1664693864185683,0.07788126968167738
56,682.99,0.58645,139.33,8.98,0.03387884516919714,0.16648232423580442,0.08687181484830898
57,634.29,0.58811,140.63,8.8871,0.019478301025313557,0.1662979020648885,0.07241256730419139
58,634.54,0.63355,137.59,9.0666,0.027591727022884805,0.15384352943003513,0.07656164336587194
59,668.23,0.61158,133.65,9.0367,0.04080410916895519,0.16218404473461645,0.09242889398925777
60,694.5,0.50599,144.1,8.4629,0.01564540093065242,0.18615094779579766,0.07489908793653755
61,559.49,0.67467,147.87,8.3979,0.025207713958155048,0.17246799608904587,0.0801059821636057
62,736.36,0.48329,145.93,8.1888,0.015027809972631664,0.18918198431452063,0.07524630586781039
63,651.55,0.59208,138.32,8.8059,0.02041177475375168,0.1667801023866025,0.07349953016215208
64,660.15,0.5826,137.47,8.7472,0.019438263882216405,0.1678077503296121,0.0728531297903932
65,681.56,0.50994,143.6,8.2131,0.01953696900727508,0.18545892603505415,0.07857037864526122
66,648.23,0.58419,141.02,8.4414,0.019394479454050435,0.16928563769781646,0.07327977152219281
67,668.1,0.57928,140.91,8.6343,0.019247290997338247,0.17168127250901283,0.07389513730957048
68,760.59,0.49865,138.75,8.281,0.027017064264400724,0.18337203586981887,0.08538619613141275
69,801.45,0.42784,150.36,8.1634,0.019365311190100525,0.19810350704864277,0.08242361597136379
70,662.53,0.58107,140.39,8.7182,0.019924766832693955,0.17056963302833855,0.07421876730835535
71,693.3,0.5895,133.39,8.6006,0.03301723774517565,0.1653853398653678,0.08566102645418841
72,666.66,0.56903,139.54,8.9159,0.022780662281732155,0.17043787737161323,0.07703272362929724
73,613.83,0.61655,141.16,8.4149,0.02306329156984207,0.16664683072034092,0.07610862528932322
74,663.16,0.55815,146.25,8.5824,0.021506477353810713,0.17972399840540101,0.0787144028307297
75,673.71,0.57136,140.73,8.8129,0.02324356819424293,0.17202728058622413,0.07800155229815096
76,617.11,0.6175,140.79,9.0837,0.0209878921139811,0.1576067378198942,0.07115567489123016
77,628.38,0.64793,134.59,9.0245,0.03038503122922538,0.1526888991459756,0.07898741733790918
78,693.63,0.56417,139.96,8.3037,0.01919472283619629,0.17204604720951294,0.07395868054182744
79,492.14,0.72116,155.2,11.157,0.048919929566431895,0.14711146157426297,0.09574696215646664
80,603.38,0.66436,141.18,9.2867,0.027011763555630258,0.16398523559264475,0.07920988523294711
