Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
2326.7,6.7997,424.65,6.781,0.12925,0.073445,0.11986,0.15854,1.3189,0.14155,1.7278,0.12336,0.056758,3.8494117174649216
2853.8,6.4875,418.15,6.8269,0.12275,0.078303,0.12011,0.15412,0.64553,0.14557,2.8734,0.11995,0.054775,4.314463284059611
2842.2,6.5339,418.08,6.8105,0.12255,0.078213,0.11965,0.15427,0.8073,0.14587,2.7707,0.12216,0.054756,4.375490231038231
2853.5,6.5395,418.08,6.8124,0.12256,0.078053,0.11958,0.15425,0.84291,0.14573,2.8139,0.12232,0.054823,4.454125854702969
2809.0,6.664,420.77,6.7969,0.1228,0.077822,0.11946,0.15503,0.78014,0.1461,3.0706,0.12491,0.054736,4.651637619620694
2260.3,6.572,423.28,6.7307,0.12826,0.076804,0.12049,0.15723,1.3811,0.14431,2.5302,0.12138,0.055618,4.715308246687189
2349.2,6.8963,423.13,6.8296,0.12928,0.072026,0.11959,0.15934,1.4523,0.14,2.4875,0.12421,0.057465,4.741699091509341
2330.1,6.6421,424.36,6.7657,0.128,0.075862,0.12041,0.15735,1.8595,0.14363,2.0953,0.12111,0.055809,4.756957966964335
2330.1,6.6383,424.36,6.7657,0.12798,0.075914,0.12043,0.15732,1.8335,0.14367,2.1417,0.12104,0.055791,4.777298899285819
2980.4,6.6068,420.24,6.89,0.12322,0.076369,0.12064,0.15438,0.24477,0.14384,3.8071,0.11783,0.055379,4.843504804158185
