Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
575.68,0.47512,128.32,4.9641,0.054926,0.13275,0.056225,0.10375,0.27517,0.069501,0.6923163204968352
574.84,0.47651,126.44,4.9531,0.054918,0.13283,0.056223,0.10376,0.30102,0.069491,0.7182423928182462
577.79,0.50611,122.08,4.7425,0.055065,0.13344,0.055764,0.10507,0.30623,0.069643,0.7252050289760285
575.98,0.51895,119.55,4.7636,0.055015,0.13348,0.055845,0.10478,0.31771,0.069545,0.7363643304857028
996.33,0.22674,140.2,4.5461,0.055927,0.13476,0.055099,0.10861,0.31454,0.070192,0.7391229019853136
589.39,0.51033,119.47,4.7314,0.055069,0.13363,0.055762,0.10505,0.32116,0.069557,0.7402302103645108
569.11,0.52219,122.26,4.7732,0.055016,0.13332,0.055847,0.10476,0.32199,0.069588,0.7405281746849229
580.87,0.50444,120.4,4.7355,0.055064,0.13353,0.05576,0.10508,0.32633,0.069624,0.7453932807827939
608.38,0.47177,119.79,4.9417,0.054913,0.13326,0.056282,0.10362,0.32881,0.069266,0.7461524730793722
601.64,0.49844,120.19,4.6436,0.055193,0.13389,0.055533,0.10584,0.32776,0.069696,0.7479089072894148
