iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,777.38,27.64,15.082,1.4116,0.4151531203443287,0.1428205865404589,0.4606143249907244
2,179.62,514.0,54.752,1.3876,0.3243228146694367,0.14603902278251454,0.3708084793897309
3,282.67,533.47,74.562,2.0002,0.09773282579868117,0.13263699770616927,0.1399524934422916
4,113.68,624.11,38.565,19.972,0.3140489259872293,0.10568256549027363,0.3476887313800493
5,163.31,575.2,61.71,12.043,0.039470404271561586,0.10240570234012387,0.07206715172801756
6,76.454,190.93,63.836,14.728,0.2969702929328521,0.18915577449950444,0.35718044598479615
7,178.21,592.44,62.189,10.784,0.012981089063035309,0.10217606959735226,0.04550474214727558
8,169.9,580.96,63.889,11.97,0.016304567497866334,0.10223789772159866,0.048847901085298434
9,176.53,494.1,61.555,11.889,0.039209863743824534,0.10155240051957869,0.07153499679490236
10,181.11,587.69,62.764,10.85,0.016110215565547877,0.1019527151967244,0.04856277273594565
11,178.99,529.16,63.706,11.074,0.012854704527846744,0.10170537854242495,0.04522853199596538
12,189.2,492.44,62.525,11.29,0.014696817731465393,0.21363368374177574,0.08269853128833396
13,182.86,653.35,62.03,10.798,0.022818217492465934,0.10243230248721655,0.055423432038715456
