Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
517.28,0.51043,118.24,11.025,0.064795,0.12622,0.065872,0.35481,0.055085,0.088363,0.7551514555587501
516.42,0.51107,118.66,11.038,0.064787,0.12618,0.065825,0.35571,0.055089,0.088394,0.7559810600022511
516.77,0.51207,118.39,10.964,0.064853,0.12628,0.065849,0.3568,0.055079,0.0884,0.7572626953164148
519.75,0.51119,116.85,11.061,0.064737,0.12629,0.066017,0.35692,0.055085,0.088247,0.7572907227341047
517.34,0.51027,117.12,11.032,0.064782,0.12632,0.065985,0.3579,0.055083,0.088289,0.75835933355423
514.76,0.50939,118.56,11.008,0.064831,0.12624,0.065835,0.36001,0.055084,0.088404,0.7604052271910084
533.95,0.47903,118.31,10.927,0.064996,0.12598,0.06588,0.3631,0.055029,0.088286,0.763271109636507
521.2,0.51499,116.33,10.774,0.064995,0.12662,0.066045,0.36472,0.055051,0.088313,0.7657467588476955
531.23,0.47822,117.83,11.036,0.064883,0.12595,0.065955,0.36595,0.055042,0.088218,0.7660054339667224
516.33,0.5054,120.43,11.177,0.064692,0.12585,0.065626,0.36669,0.055111,0.08849,0.7664533766743673
