Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
650.37,0.37596,121.9,18.405,0.056139,0.27227,0.1302,0.069925,0.084892,0.062725,0.6761554820193875
653.21,0.37645,122.38,18.504,0.056149,0.27236,0.13025,0.069952,0.08486,0.062697,0.6762598025288512
642.28,0.37538,123.13,18.502,0.056116,0.27301,0.13013,0.069785,0.084972,0.062742,0.676753230506984
643.58,0.37741,123.29,18.741,0.056121,0.2731,0.13023,0.069861,0.084897,0.062688,0.6769052837381625
649.64,0.3715,122.57,18.404,0.056129,0.27378,0.13012,0.069839,0.084948,0.062754,0.6775727362184474
662.72,0.37467,121.1,18.446,0.056174,0.27393,0.13032,0.070098,0.08478,0.06268,0.6779836610980067
656.93,0.37665,121.02,18.508,0.056159,0.27424,0.13034,0.070092,0.084781,0.062682,0.6782895977600624
644.87,0.3742,122.68,18.505,0.056119,0.27463,0.13015,0.069838,0.084941,0.06274,0.6784169578661007
662.91,0.36741,123.6,18.511,0.056163,0.27478,0.13016,0.069883,0.084899,0.06271,0.6785896846857805
660.23,0.37842,121.64,18.058,0.056167,0.2753,0.13016,0.069928,0.0849,0.062733,0.6791869460610425
