Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1993.3,0.15114,133.96,11.206,0.063559,0.090811,0.12639,0.064213,0.12627,0.05621,0.527457910631862
1990.0,0.15181,133.53,11.16,0.063547,0.090824,0.12641,0.064231,0.1275,0.056197,0.5287023201460237
1981.4,0.15184,134.17,11.16,0.063528,0.090831,0.12635,0.064252,0.12817,0.056185,0.5293237617637512
1990.5,0.15206,133.59,11.236,0.063651,0.090719,0.12648,0.064184,0.12927,0.056209,0.5305137498239535
1978.7,0.15216,133.38,11.158,0.063593,0.090768,0.12643,0.064248,0.1298,0.056173,0.5310126658688931
1986.2,0.15175,136.56,11.187,0.063385,0.090969,0.12618,0.064246,0.1314,0.056219,0.5324024669171223
1986.7,0.15251,134.92,11.247,0.063592,0.090769,0.12639,0.064188,0.13273,0.056217,0.5338871581573756
1990.7,0.15173,135.57,10.937,0.063089,0.091287,0.12603,0.064373,0.13301,0.056189,0.5339805799826731
1990.6,0.15174,132.11,11.215,0.063721,0.090657,0.12657,0.06419,0.13296,0.056192,0.5342977211143531
1933.4,0.15559,134.31,11.11,0.063652,0.090663,0.12642,0.064318,0.13371,0.056096,0.534858303840342
