Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
42.592,705.4,2.3477,833.61,670.46,743.24,53.445,1.0099,0.13102,0.96681,0.052001,0.1714,0.22293,0.1238,0.097416,0.043519,0.042681,1.8515841209195607
480.28,705.67,52.895,651.67,668.83,740.88,56.191,4.7021,0.11996,1.0169,0.043652,0.14489,0.22577,0.10423,0.11001,0.063512,0.062208,1.8911087018091286
39.891,698.12,2.4094,840.63,661.93,743.31,56.913,1.0095,0.13154,1.0094,0.052269,0.17219,0.22289,0.12123,0.097383,0.04284,0.042383,1.8921434224649167
443.96,619.07,38.907,837.63,640.0,528.35,25.329,4.7786,0.1159,1.0348,0.042302,0.14355,0.2256,0.099183,0.11307,0.067461,0.062662,1.9045728125637353
42.876,705.8,2.1004,844.52,670.24,747.64,53.598,1.0843,0.13074,0.99354,0.051871,0.17083,0.22274,0.1518,0.09741,0.043706,0.042736,1.9053821168218168
0.14513,706.39,0.095625,706.61,669.75,659.53,215.01,1.2979,0.12606,1.0748,0.054372,0.15869,0.2195,0.10691,0.1003,0.048971,0.038386,1.928017596077737
40.379,705.76,2.3621,835.7,659.88,743.25,56.432,1.0046,0.13126,0.96707,0.052173,0.17183,0.2229,0.20196,0.097444,0.043211,0.042495,1.9303488802851645
40.01,705.49,2.3462,835.86,661.86,743.25,56.093,1.0097,0.13126,0.96001,0.052203,0.17187,0.22289,0.22743,0.097416,0.043213,0.042517,1.9488049389819628
36.601,692.52,3.5597,704.75,668.48,751.11,48.512,1.0559,0.13271,1.145,0.053227,0.17441,0.22393,0.12021,0.097008,0.040846,0.042676,2.0300148195684344
36.538,689.83,3.0286,707.59,646.86,738.46,49.186,1.0648,0.13319,1.153,0.053744,0.1758,0.22382,0.11868,0.096649,0.040283,0.042911,2.0380919807830553
