Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
614.4,0.60003,142.41,8.6766,0.16004,0.11873,0.12608,0.057229,0.13941,0.12317,0.3779,0.069821,0.40201,1.574409703070247
633.22,0.60025,140.82,8.7688,0.1597,0.11907,0.12586,0.057102,0.13959,0.12124,0.37196,0.069975,0.41618,1.5806807084169943
619.19,0.58224,144.08,8.6804,0.16017,0.11857,0.12598,0.057209,0.13942,0.12408,0.40918,0.069774,0.38445,1.5888372298843563
638.92,0.58387,139.97,8.668,0.15991,0.11903,0.1262,0.057246,0.13942,0.12154,0.37929,0.070035,0.4176,1.590266906668797
618.01,0.61417,141.82,8.8094,0.15969,0.11896,0.1257,0.057046,0.13967,0.12184,0.38664,0.069879,0.4113,1.5907104699154109
638.53,0.60703,137.62,8.8614,0.1594,0.11938,0.12564,0.056993,0.13985,0.11939,0.38231,0.070211,0.42862,1.6017989835893656
644.54,0.58414,142.14,8.702,0.15986,0.11897,0.12606,0.057182,0.13942,0.12183,0.39755,0.069911,0.41468,1.6054758053787908
656.2,0.585,137.37,8.7916,0.15951,0.1194,0.12587,0.057089,0.1397,0.11932,0.38702,0.070271,0.42897,1.607160947089797
640.78,0.60848,138.2,8.9455,0.15925,0.11943,0.12536,0.056869,0.14,0.11912,0.39586,0.070241,0.42354,1.609662135125579
642.18,0.60071,137.27,8.7445,0.15958,0.11935,0.12605,0.057155,0.13961,0.11963,0.38179,0.070186,0.43754,1.6108939222137666
