Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1458.3,0.17491,125.23,6.6677,0.06203,0.12997,0.19828,0.093158,0.068131,0.054699,0.6062716586023977
1458.4,0.17497,125.18,6.6653,0.062026,0.12998,0.19832,0.093164,0.068131,0.054699,0.6063125570642136
1449.7,0.17568,125.06,6.7517,0.062225,0.12986,0.19888,0.092916,0.068056,0.054706,0.6066405419528232
1457.4,0.17495,125.62,6.672,0.062033,0.12995,0.19893,0.09315,0.068134,0.0547,0.6068975781247146
1445.5,0.17578,125.42,6.7516,0.062215,0.12985,0.19933,0.09292,0.068059,0.054711,0.6070865032958117
1458.4,0.17486,124.7,6.7344,0.062192,0.12989,0.19957,0.092965,0.068069,0.054699,0.6073854594221528
1449.9,0.17568,125.07,6.6689,0.062037,0.12997,0.19942,0.093145,0.068126,0.054702,0.6074001575192803
1450.1,0.17684,125.06,6.5773,0.061834,0.13014,0.1992,0.093411,0.068186,0.054695,0.6074719480614663
1436.2,0.17714,125.05,6.7581,0.06224,0.12986,0.20007,0.092887,0.068039,0.054714,0.6078138184459387
1450.9,0.17626,125.08,6.5794,0.061835,0.13013,0.19965,0.093409,0.068188,0.054698,0.6079125053793027
