Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
549.25,4.6447,30.039,1.0,0.070936,0.0709363175898282
549.25,4.6447,30.039,1.0,0.070936,0.07093631758985382
549.25,4.6447,30.039,1.0,0.070936,0.07093631759058591
549.25,4.6447,30.039,1.0,0.070936,0.0709363175906036
549.25,4.6447,30.039,1.0,0.070936,0.07093631759122226
549.25,4.6447,30.039,1.0,0.070936,0.07093631759323168
549.25,4.6447,30.039,1.0,0.070936,0.07093631759326999
549.25,4.6447,30.039,1.0,0.070936,0.0709363175957913
549.25,4.6447,30.039,1.0,0.070936,0.07093631759901638
549.25,4.6447,30.039,1.0,0.070936,0.07093631760417436
