Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
325.27,0.32153,79.639,6.5728,0.10816,0.058603,0.10344,0.65578,0.054122,0.086673,1.0667756510948534
340.69,0.28885,87.024,6.6858,0.10792,0.058614,0.10377,0.685,0.054009,0.086183,1.0954940203356336
342.06,0.2932,87.893,6.7693,0.10784,0.058648,0.10351,0.71315,0.054036,0.086513,1.1236998826873785
341.34,0.2974,84.054,6.8388,0.10764,0.058794,0.10334,0.72466,0.054016,0.087522,1.1359774360640353
346.47,0.2912,91.23,6.6822,0.10811,0.058479,0.10363,0.74011,0.054058,0.085227,1.1496182391446248
351.83,0.28806,85.022,6.6654,0.10797,0.058578,0.10356,0.74596,0.053972,0.085903,1.1559400854438466
352.81,0.2797,90.409,6.7217,0.10785,0.058565,0.10376,0.76262,0.053979,0.085577,1.1723504670421725
352.99,0.26633,91.18,6.9846,0.10717,0.058895,0.10384,0.78614,0.053912,0.087536,1.1974991415391587
378.46,0.20957,93.202,6.9946,0.10616,0.05921,0.10552,0.79354,0.053552,0.087515,1.205497829226547
352.95,0.26835,90.645,7.0064,0.10717,0.058913,0.10376,0.79429,0.053917,0.087744,1.2057886260583315
