Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3406.8,7.2639,477.49,1.6364,0.13039,0.059682,0.1207,0.1499,0.21924,0.11715,0.51368,0.079308,0.06532,1.4553795575901287
3427.9,7.3618,479.36,1.6565,0.13036,0.059626,0.12079,0.14987,0.22229,0.11711,0.51141,0.078807,0.06518,1.4554360321883937
3419.1,7.2684,479.05,1.6561,0.13026,0.059661,0.12075,0.14997,0.22912,0.11729,0.50861,0.079441,0.065181,1.460278776078058
3419.2,7.2781,478.06,1.6647,0.13027,0.059625,0.12073,0.14997,0.23245,0.1173,0.50612,0.07944,0.065135,1.4610355728481397
3416.0,7.2515,477.96,1.666,0.13024,0.059636,0.12071,0.15002,0.23666,0.11736,0.50804,0.079697,0.065135,1.4674853302421493
3422.2,7.4197,461.89,1.6903,0.13098,0.05929,0.12058,0.14943,0.20789,0.11658,0.54199,0.076965,0.064976,1.468673327815242
3426.1,7.2169,478.06,1.6666,0.1302,0.059642,0.12078,0.14995,0.23244,0.11737,0.51388,0.079354,0.06508,1.468692390809227
3421.5,7.2299,479.1,1.6705,0.13017,0.059658,0.12074,0.15005,0.2418,0.11744,0.5138,0.079813,0.065094,1.4785687248624928
3420.2,7.2848,479.07,1.6677,0.13023,0.059638,0.12073,0.15002,0.23718,0.11734,0.51948,0.079627,0.065128,1.4793689817928604
3427.7,7.4749,464.65,1.6599,0.13109,0.059387,0.12067,0.14931,0.20097,0.11633,0.56493,0.076365,0.065148,1.4842099136916997
