Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1999.8,0.11494,125.75,20.0,0.13082,0.21244,0.055994,0.084027,0.071367,0.062251,0.6168985709956757
2000.0,0.11487,125.75,20.0,0.13082,0.21248,0.055995,0.08403,0.071365,0.062252,0.6169427594949936
1999.6,0.11486,125.8,19.999,0.13081,0.21254,0.055994,0.084035,0.071358,0.062253,0.6169899393767415
1997.6,0.11498,125.75,19.996,0.13081,0.21256,0.055991,0.084027,0.071366,0.062254,0.6170010998538324
1999.1,0.11485,125.71,19.999,0.13082,0.21265,0.055993,0.084028,0.071366,0.062255,0.617102951948782
2000.0,0.11487,125.64,19.999,0.13083,0.21266,0.055993,0.084022,0.071375,0.062252,0.6171281864592005
2000.0,0.11526,125.61,20.0,0.13085,0.21265,0.055994,0.084004,0.071397,0.062243,0.6171453695804177
1999.9,0.11489,125.8,19.976,0.1308,0.21273,0.055992,0.084033,0.071358,0.062253,0.6171617081758641
1997.6,0.11507,125.49,20.0,0.13084,0.21287,0.055989,0.084004,0.071397,0.062252,0.6173522665294306
2000.0,0.11509,125.81,19.986,0.13082,0.2129,0.055993,0.084024,0.071369,0.062248,0.6173538038971654
