iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,807.3167438366468,195.43580766517724,175.81985940133555,10.42099893792591,1.4007569285833579,0.09270695912371592,1.4302664701904733
2,420.38825851208094,541.2702956385356,6.795682578965165,3.791513010515734,0.3700743741726021,0.09750386749981489,0.4011108191389476
3,737.6337757197795,857.5543498389986,64.4608923222501,6.339037707715056,0.6290658963416589,0.09343991443441316,0.6588087448703001
4,209.28772774287177,990.0314053466585,222.2998460414827,17.09275613809404,1.0987687043937866,0.1700416540760599,1.1528946439492407
5,912.9229357208991,492.0386283748307,356.4889160682159,18.33485132756047,2.9229449122745605,0.17471899892053425,2.978559696935102
6,369.65506684273646,371.50622828844826,468.85816626195884,2.4577680050593127,2.2140183055974787,0.10399564187097843,2.24712114652504
7,517.6402577710522,672.6778043217319,383.436016293928,11.975154661831525,2.5955590880553947,0.19420529220611035,2.6573765525138113
8,118.94332089296321,107.54852475544816,285.5393053049694,15.21152290673387,1.2943918815130218,0.1629436660051718,1.3462584612934976
9,48.034,744.79,48.561,5.6153,0.541029980455998,0.10894938154753062,0.5757096456961869
10,252.97,726.09,73.929,3.9813,0.09168861144071963,0.09838037659610337,0.12300405791774376
11,259.82,630.3,90.612,2.6689,0.07554976102566921,0.10303186859081083,0.10834582339011348
12,352.72,979.14,76.235,3.597,0.08829681383042469,0.09970395387148119,0.12003356803932978
13,307.37,901.35,74.54,2.1515,0.12382526719242982,0.10808999032081389,0.15823137970905513
14,335.5,810.47,82.27,2.3282,0.028876980225009015,0.10609275074722233,0.06264735164028262
15,331.85,805.72,85.944,2.5659,0.016821377210945357,0.10413795759266967,0.04996951863968046
16,324.64,795.01,86.187,2.5153,0.01164387073998235,0.1045301537434987,0.044916852080849556
17,319.85,786.76,84.743,2.7518,0.01238307595286822,0.10286139601238992,0.04512487521027788
18,319.65,787.11,86.895,2.5602,0.01182871056243505,0.10417994448946621,0.044990216835510674
19,304.44,768.76,81.76,3.3314,0.011529793027079144,0.09988958907396533,0.04332563675615868
20,316.64,787.0,87.851,2.4704,0.01887368880253089,0.10492750857995674,0.052273152116165636
21,315.72,791.22,88.806,2.4288,0.02341326171504844,0.1053207056084384,0.056937883530066985
22,306.45,756.57,81.903,3.4802,0.015205930646170748,0.09923536107605725,0.046793527135697906
