Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
765.41,0.48478,145.07,8.0345,0.15943,0.11984,0.12812,0.05831,0.13756,0.11937,0.38746,0.069303,0.71942,1.8988166676272273
757.44,0.498,144.45,8.1187,0.15937,0.11989,0.12782,0.058164,0.13779,0.11897,0.40641,0.069458,0.70917,1.9070359729113369
758.25,0.49338,144.25,8.0646,0.15939,0.1199,0.128,0.058251,0.13766,0.11894,0.38955,0.069408,0.72681,1.907914965408729
760.97,0.48255,145.29,7.9502,0.15949,0.11981,0.12842,0.058449,0.13733,0.11957,0.36738,0.069172,0.74852,1.9081360092774893
756.76,0.49925,144.01,8.0796,0.15935,0.11994,0.12796,0.058223,0.13768,0.11862,0.38452,0.069442,0.73251,1.908249182788973
759.11,0.49241,142.93,8.0961,0.15932,0.12001,0.12787,0.058188,0.13778,0.11834,0.39515,0.069561,0.72249,1.9087205099117588
756.35,0.49817,144.25,8.0764,0.15938,0.11991,0.12797,0.058231,0.13767,0.11881,0.38844,0.06942,0.72987,1.909701678760872
758.03,0.48962,146.02,8.0034,0.1595,0.11974,0.12825,0.058369,0.13745,0.11988,0.38906,0.069184,0.72903,1.910473074016637
755.44,0.49791,143.51,8.1172,0.15934,0.11996,0.1278,0.058157,0.13782,0.11859,0.40263,0.069537,0.71694,1.910781754004274
758.46,0.49339,144.41,8.1309,0.15939,0.11987,0.12776,0.058144,0.13785,0.11917,0.42204,0.069481,0.69721,1.9109231685383214
