Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
725.74,0.36114,119.54,19.724,0.055765,0.29273,0.13004,0.070609,0.084415,0.061981,0.6955464407772571
715.3,0.36565,119.97,19.467,0.055766,0.29298,0.12992,0.070437,0.084551,0.062024,0.6956772338775835
714.43,0.36332,119.9,19.726,0.055753,0.29592,0.12996,0.070473,0.08452,0.062016,0.6986402541075891
711.99,0.36539,120.28,19.725,0.055757,0.29601,0.12994,0.070429,0.084546,0.062014,0.6986939670304385
710.52,0.36744,119.9,19.729,0.055751,0.29624,0.12997,0.070464,0.084526,0.062017,0.6989730539089072
724.74,0.36064,120.33,19.724,0.055776,0.29654,0.12999,0.070523,0.084468,0.061975,0.6992652554325743
746.18,0.34971,120.14,19.738,0.055828,0.29647,0.13008,0.070593,0.08443,0.061925,0.6993220097540318
710.63,0.36524,120.07,19.725,0.055752,0.29706,0.12994,0.070432,0.084549,0.062023,0.6997584824327431
725.74,0.36114,119.54,19.994,0.055756,0.29742,0.13012,0.070655,0.084372,0.061962,0.7002765510939841
711.99,0.36217,120.73,19.895,0.055756,0.29771,0.12992,0.070398,0.08456,0.062006,0.7003559027959789
