Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190225
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190225
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190225
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190225
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190225
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190284
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190284
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190284
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190284
1149.7,0.32673,151.08,4.5663,0.012654,0.012653535776190284
