Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g237),Error (g303),Error (g59),Error (curve),Error (g86),Reduced Error
139.02,0.015453,34.783,15.934,1.3697e-08,0.25985,0.043309,0.02941,0.027934,0.46886,0.021765,0.1418548404668738
144.91,0.014437,35.185,16.0,1.7818e-08,0.26023,0.042469,0.029621,0.027916,0.4763,0.021271,0.14296741192325801
296.72,1.4994,82.445,3.2324,8.5793e-05,0.29286,0.045846,0.027204,0.031985,0.47529,0.018819,0.14866635652032567
138.33,0.0099596,34.022,15.873,1.1809e-08,0.26003,0.043655,0.029301,0.027915,0.5106,0.021978,0.14891280209608507
320.4,1.4932,80.696,3.7306,8.5904e-05,0.28656,0.041283,0.028218,0.031115,0.49591,0.017876,0.15016170691596006
291.26,1.5327,84.574,3.2287,9.1273e-05,0.2926,0.04602,0.027196,0.032035,0.48491,0.018791,0.1502596868703555
289.76,1.5702,84.508,3.2221,8.808e-05,0.29274,0.046158,0.027182,0.032055,0.48537,0.018813,0.1503872775922131
311.49,1.5232,82.33,3.428,8.5543e-05,0.29007,0.043931,0.027527,0.031604,0.49106,0.018367,0.15042600738006498
290.06,1.5943,84.189,3.4833,8.8083e-05,0.28874,0.04368,0.027606,0.031639,0.49337,0.018096,0.15052208222343488
290.61,1.5273,83.433,3.4105,8.8071e-05,0.28985,0.044208,0.027483,0.031728,0.49395,0.01825,0.15091223571113338
