Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1781.5,0.029134,398.5,10.464,0.1938,0.064046,0.12668,0.33632,0.15067,0.067749,0.24054,0.11015,0.21225,1.5022116739928277
1728.1,0.028782,405.49,10.38,0.19582,0.064372,0.12659,0.34591,0.15055,0.067684,0.24061,0.11033,0.21304,1.5149140356686972
1861.3,0.029131,405.31,10.485,0.19843,0.06396,0.12693,0.34561,0.15102,0.06834,0.24044,0.11004,0.21237,1.5171473912937872
1849.7,0.031907,360.75,10.385,0.17777,0.063041,0.12654,0.40115,0.15057,0.066666,0.24035,0.10982,0.20877,1.544680627166554
1861.3,0.032186,360.42,10.35,0.1776,0.062993,0.12657,0.40464,0.15061,0.066669,0.24032,0.10981,0.20862,1.5478261920160314
1879.0,0.032221,358.38,10.318,0.17729,0.062988,0.12661,0.4059,0.15071,0.066742,0.24029,0.10979,0.20856,1.548876117994825
1861.3,0.032186,365.61,10.35,0.17932,0.063027,0.1266,0.41153,0.15062,0.06677,0.24032,0.10983,0.20885,1.5568723279163061
1731.5,0.027683,399.07,10.36,0.19571,0.064678,0.12663,0.40489,0.15076,0.067949,0.24063,0.11036,0.21362,1.5752187460999612
1849.7,0.028301,426.56,10.364,0.20831,0.064508,0.12703,0.40536,0.15122,0.068933,0.24048,0.11026,0.21407,1.5901719772992706
1849.1,0.03186,352.41,9.9947,0.17619,0.063459,0.12664,0.45912,0.15092,0.066738,0.24024,0.11001,0.20915,1.6024707935592175
