Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3400.7,0.10522,157.01,3.5885,0.33147,0.044205,0.22024,0.05802,0.097193,0.11342,0.081953,0.11962,0.13606,1.2021681975678122
3398.3,0.10522,157.01,3.5907,0.33156,0.044209,0.22023,0.057975,0.097194,0.11341,0.081918,0.11963,0.13605,1.2021812900381499
3402.8,0.10526,156.97,3.5884,0.3315,0.044203,0.22024,0.058029,0.097191,0.11342,0.081962,0.11962,0.13606,1.2022186460218247
3460.6,0.10821,154.87,3.4977,0.32866,0.044066,0.22048,0.059909,0.097173,0.1137,0.083372,0.11921,0.13628,1.2028563702589055
3435.1,0.1078,155.77,3.4938,0.32923,0.044076,0.22047,0.059931,0.097158,0.11367,0.083363,0.11917,0.13631,1.2033811869088962
3439.1,0.1163,160.15,3.0661,0.30997,0.043754,0.22161,0.069858,0.098264,0.11477,0.090238,0.11711,0.13797,1.2035432759970806
3408.7,0.10514,156.79,3.5972,0.33353,0.044207,0.22023,0.057874,0.097186,0.11342,0.081859,0.11966,0.13603,1.2039990030897567
3400.8,0.1053,157.08,3.6022,0.33399,0.044216,0.22021,0.057785,0.097193,0.11341,0.081785,0.11967,0.13603,1.2042838445554631
3394.3,0.10557,155.83,3.6079,0.33437,0.044232,0.22022,0.057617,0.097178,0.11335,0.081673,0.11976,0.13599,1.2043940240481144
3409.7,0.10612,156.79,3.5922,0.33368,0.044193,0.22024,0.058013,0.097183,0.11346,0.081965,0.11962,0.13605,1.2044016035485783
