iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,561.4814400446614,778.71286389252,273.3131752084473,1.3611236645203497,0.7981703838493791,0.11848710883951964,0.8358860019783331
2,346.83677342188275,437.91702395054403,3.1920946706763957,11.032702092837607,0.43692331286288,0.09376959287514895,0.46677110129846905
3,923.5176935883654,685.5241604095293,88.87866534646567,17.866914222506082,1.1523725013489232,0.23267448734955248,1.226435090935031
4,16.46461355861993,553.994564412283,435.8207792626204,13.611271386870799,2.0921581464429173,0.10080965063378311,2.1242468548623847
5,873.392962589271,997.250007737382,171.57419810561126,8.813345374195976,1.6083171622547132,0.09287368882842986,1.6378797755751595
6,239.99515663263705,360.5419232125422,373.7472933686281,15.77676416530577,2.196609915251796,0.13276886581123268,2.2388715578169207
7,651.9041390450881,233.2609624175138,242.94077166203763,7.394335534205603,1.6541016922976906,0.09159062324187006,1.6832558931573127
8,405.09719886670126,74.92858424010132,474.7715830881047,3.99820874983784,2.6731902971312294,0.09560647864510158,2.7036227844671847
9,8.4454,23.449,24.755,3.2539,0.8737552302942616,0.09911412863098112,0.9053042372979948
10,48.707,362.9,39.062,19.459,0.5016346681096993,0.11917524777432949,0.5395693276646711
11,157.55,378.59,53.641,8.2668,0.3453117840070062,0.09428031887070693,0.3753221415761124
