Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3516.5,0.10125,157.2,3.6691,0.26098,0.044282,0.22011,0.056608,0.097186,0.1134,0.081056,0.11988,0.13584,1.1293512983672391
3514.6,0.1013,156.68,3.6755,0.26175,0.044301,0.22011,0.056467,0.097179,0.11336,0.080958,0.11993,0.13583,1.1298902449801842
3501.8,0.10224,156.86,3.6698,0.26195,0.044304,0.22012,0.056556,0.09716,0.11336,0.081021,0.11991,0.13584,1.1302279083160152
3520.7,0.10126,157.22,3.6692,0.26209,0.044279,0.22011,0.056617,0.097184,0.11341,0.081066,0.11988,0.13584,1.1304819423199672
3486.8,0.10137,157.76,3.6837,0.26404,0.044317,0.22008,0.05631,0.097314,0.11336,0.080836,0.1199,0.13582,1.1319776189184132
3469.0,0.1023,157.8,3.6362,0.26286,0.044277,0.22015,0.057129,0.097169,0.11338,0.081396,0.11972,0.13595,1.1320279467577719
3517.3,0.1018,157.17,3.6399,0.26312,0.044246,0.22016,0.057136,0.097062,0.11344,0.081428,0.11977,0.13592,1.132285361718109
3502.9,0.10179,157.84,3.6399,0.26327,0.044245,0.22015,0.05714,0.097103,0.11345,0.081421,0.11974,0.13592,1.1324399163809036
3497.2,0.10211,156.6,3.6313,0.26356,0.044264,0.22018,0.057224,0.09702,0.11339,0.081478,0.11976,0.13594,1.1328134919483266
3484.1,0.10291,156.41,3.7048,0.26608,0.044378,0.22008,0.055881,0.097208,0.11326,0.080541,0.12008,0.13576,1.1332674208877123
