Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1094.5,0.22608,121.81,18.522,0.062339,0.13021,0.055919,0.22206,0.084343,0.070992,0.6258637139329655
1095.9,0.22456,122.44,18.028,0.062436,0.13006,0.055931,0.22368,0.084442,0.070838,0.6273888805835687
1114.2,0.21975,122.63,18.268,0.062409,0.1301,0.05592,0.22485,0.084404,0.07088,0.628560485157219
1117.0,0.21879,122.65,18.645,0.062348,0.13016,0.055908,0.22525,0.084367,0.070939,0.628968622599115
1114.2,0.21975,122.63,19.44,0.062192,0.13034,0.055894,0.22576,0.084268,0.071082,0.6295347691559791
1114.7,0.21958,122.63,19.456,0.06219,0.13034,0.055894,0.22587,0.084267,0.071083,0.6296499864862994
1119.6,0.21944,122.58,19.541,0.062164,0.13039,0.055893,0.22639,0.084234,0.071128,0.6301981960443477
1128.9,0.21644,122.85,19.739,0.06212,0.13042,0.055888,0.22763,0.084226,0.07113,0.6314201192787575
1127.8,0.2156,123.01,19.721,0.062129,0.13039,0.055888,0.22908,0.084251,0.071091,0.6328315340042473
1102.2,0.22418,122.64,18.198,0.062401,0.1301,0.055926,0.22919,0.0844,0.070891,0.6329124228705763
