Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
120.31,0.46316,132.85,14.791,0.099873,0.42707,0.059623,0.068136,0.1261,0.056753,0.8375582418220503
117.65,0.46517,133.46,13.851,0.099607,0.42827,0.059638,0.068739,0.12583,0.056206,0.8382903530334693
125.41,0.47536,132.36,14.703,0.099231,0.43145,0.059812,0.068165,0.12572,0.056437,0.8408215889662694
118.25,0.53532,132.07,13.966,0.099753,0.43444,0.059396,0.06872,0.12406,0.055901,0.8422604019646506
119.44,0.49032,131.27,13.535,0.099142,0.43781,0.059689,0.068965,0.12496,0.05571,0.8462828890784917
115.76,0.522,133.26,13.966,0.10005,0.44752,0.059329,0.068703,0.12445,0.056092,0.8561510998769631
114.42,0.51487,133.01,13.524,0.09988,0.45076,0.059352,0.068998,0.12448,0.055851,0.8593263952625155
117.59,0.54507,131.04,14.241,0.10002,0.4536,0.059302,0.068567,0.12384,0.056037,0.8613683958885507
119.39,0.51418,133.09,13.625,0.099346,0.45957,0.059562,0.068886,0.12453,0.055752,0.8676452878870554
113.87,0.51328,133.82,13.246,0.099797,0.45955,0.059359,0.069158,0.12449,0.055716,0.868071243685533
