Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1713.4,0.14725,122.77,7.4342,0.063698,0.12924,0.15214,0.091281,0.067219,0.054824,0.5584004907061831
1732.9,0.14563,122.77,7.3989,0.063635,0.12927,0.15243,0.091346,0.067258,0.054814,0.5587568881273776
1732.9,0.14549,122.77,7.3876,0.063614,0.12928,0.15258,0.091368,0.06727,0.054812,0.5589215017226216
1714.5,0.14724,123.01,7.3354,0.063496,0.12932,0.15258,0.091489,0.067315,0.054802,0.5590085978682078
1733.4,0.14536,122.77,7.3982,0.063634,0.12927,0.1527,0.091348,0.067262,0.054815,0.559021758592419
1716.5,0.14721,123.06,7.4798,0.063765,0.12919,0.15326,0.091212,0.06718,0.054831,0.5594311250139093
1731.1,0.14608,122.93,7.4081,0.063644,0.12927,0.15322,0.091334,0.067249,0.054815,0.5595344966981743
1733.0,0.14551,122.77,7.337,0.063515,0.12932,0.15314,0.091471,0.067316,0.054802,0.5595653718332007
1692.5,0.14957,122.45,7.4251,0.063694,0.12927,0.15335,0.091286,0.067205,0.054828,0.5596346027914754
1732.4,0.14617,122.69,7.4083,0.063656,0.12928,0.15352,0.091323,0.06724,0.054816,0.5598331093164222
