Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1176.3,0.22576,126.92,5.2746,0.048305,0.11019,0.1144,0.13559,0.099361,0.13483,0.275,0.25442,0.031462,1.2035577173893588
1193.0,0.22267,126.88,5.5626,0.043811,0.098076,0.11442,0.13538,0.097743,0.13305,0.295,0.25559,0.030662,1.2037337938067403
1158.5,0.23033,128.22,5.2855,0.048291,0.11026,0.1143,0.13592,0.09949,0.1348,0.2804,0.25434,0.031524,1.2093060358982286
1158.5,0.22778,128.24,5.2854,0.048205,0.11024,0.11432,0.13589,0.099457,0.13478,0.28104,0.25436,0.031522,1.2098138006610266
1167.7,0.22557,127.18,5.2416,0.048766,0.11025,0.11437,0.13571,0.099604,0.13506,0.28062,0.25425,0.031593,1.2102185734289272
1162.9,0.22641,128.26,5.4841,0.045014,0.10578,0.11438,0.13566,0.098264,0.13355,0.2915,0.25519,0.030933,1.210281173250177
1157.8,0.22788,128.38,5.4129,0.046388,0.10989,0.11433,0.13586,0.098756,0.13398,0.2853,0.25485,0.031149,1.2105050105406177
1179.8,0.22793,126.69,5.2487,0.048804,0.11024,0.11437,0.13558,0.09957,0.13503,0.28145,0.25427,0.03155,1.2108732532848403
1157.1,0.23066,128.1,5.3122,0.047909,0.11024,0.11429,0.13591,0.099327,0.13461,0.28321,0.25445,0.031431,1.2113655398587935
1161.5,0.22774,129.06,5.3341,0.047566,0.11019,0.11431,0.13584,0.099231,0.13448,0.28385,0.25452,0.031436,1.2114240305207074
