Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
1790.1,0.33783,79.699,4.6683,0.14277,0.057027,0.10055,0.4783,0.058115,0.067754,0.904516034877355
1809.1,0.33778,77.095,4.7465,0.14222,0.057198,0.10021,0.48078,0.05796,0.067625,0.9059870403089255
1899.9,0.3329,76.841,4.6702,0.14281,0.056959,0.10075,0.48365,0.05814,0.067671,0.909968663627275
1789.9,0.34111,79.719,4.5587,0.14326,0.056734,0.10112,0.49088,0.058263,0.067928,0.9181849655606139
1690.0,0.10394,124.09,8.43,0.11465,0.058341,0.094276,0.52522,0.054339,0.07149,0.9183193065596105
1791.8,0.34718,79.449,4.6015,0.14303,0.056851,0.10088,0.49222,0.058226,0.067833,0.9190429948731265
1790.4,0.33826,73.229,5.0933,0.14008,0.057982,0.098589,0.4986,0.057417,0.067193,0.9198543414554927
1940.5,0.31844,79.674,4.5954,0.14357,0.056749,0.10121,0.49481,0.05831,0.067795,0.9224324747413424
1765.4,0.34352,80.477,4.6833,0.14268,0.057078,0.10041,0.50122,0.058111,0.067732,0.9272337699633635
1880.3,0.32209,77.542,4.9248,0.14173,0.057555,0.099562,0.50524,0.057817,0.06734,0.9292477203999536
