Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1800.8,0.13081,125.98,15.651,0.070311,0.08497,0.12953,0.2329,0.063083,0.055784,0.6365792356491726
1801.0,0.13079,126.04,15.642,0.070302,0.084976,0.12952,0.23291,0.063085,0.055784,0.636581920353192
1801.0,0.13081,125.96,15.651,0.070313,0.084969,0.12953,0.23291,0.063083,0.055783,0.6365869260040719
1800.4,0.13081,125.97,15.668,0.070317,0.084964,0.12953,0.23293,0.063081,0.055784,0.63660675804099
1800.9,0.13081,125.9,15.598,0.0703,0.084984,0.12952,0.23307,0.063093,0.055779,0.6367398627185903
1801.5,0.13083,125.82,15.651,0.070328,0.084961,0.12954,0.23307,0.063083,0.055781,0.6367564722473984
1797.2,0.13121,125.99,15.949,0.070432,0.084858,0.12959,0.23331,0.06304,0.055795,0.6370305682856112
1790.8,0.13194,125.61,15.999,0.070495,0.084818,0.12963,0.23328,0.063026,0.05579,0.6370365345986189
1828.9,0.12953,125.51,15.793,0.070414,0.084894,0.12963,0.23327,0.063067,0.055787,0.6370650696936662
1800.7,0.13055,125.9,15.649,0.070305,0.084975,0.12952,0.23358,0.06309,0.055782,0.6372521344533174
