Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
809.4,0.49079,130.32,15.992,0.05138,0.1467,0.11291,0.31124,0.02623,0.14202,0.12027,0.033161,0.22617,1.1700864239763344
795.06,0.4986,130.09,16.036,0.051277,0.14669,0.11291,0.31799,0.026213,0.14209,0.11889,0.033143,0.22616,1.1753612201302952
797.42,0.49985,129.53,16.064,0.051257,0.14674,0.11293,0.32372,0.026225,0.1421,0.11896,0.033131,0.22619,1.1812462123003602
794.02,0.50151,129.46,16.034,0.051254,0.1467,0.11293,0.32427,0.026225,0.14217,0.11878,0.033144,0.22617,1.181644654740383
782.89,0.50137,131.54,16.103,0.051251,0.14667,0.11285,0.33288,0.026165,0.14184,0.11798,0.033126,0.22613,1.188890509147197
794.67,0.49535,132.27,19.778,0.049966,0.15032,0.11267,0.33979,0.026137,0.13714,0.11412,0.032395,0.22688,1.189420914844494
785.47,0.49803,132.74,16.028,0.051356,0.14659,0.11281,0.33637,0.026149,0.14171,0.11828,0.033151,0.22608,1.1924891158792206
804.69,0.49824,131.53,19.949,0.049927,0.15045,0.11275,0.34427,0.026162,0.13707,0.11416,0.032396,0.22695,1.1941301924282566
798.0,0.49461,133.16,19.788,0.050021,0.15033,0.11264,0.34521,0.026143,0.137,0.11408,0.032398,0.22686,1.1946895502883206
785.2,0.49513,133.7,15.765,0.051543,0.14634,0.11277,0.34013,0.026157,0.14197,0.11892,0.033248,0.22596,1.197045196059535
