Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
528.91,0.53154,120.4,12.514,0.087216,0.22709,0.067158,0.064014,0.12824,0.05554,0.6292588281684467
526.76,0.53234,120.5,12.532,0.087211,0.22726,0.067158,0.064012,0.12822,0.055538,0.6293959582754929
527.73,0.53189,120.45,12.515,0.087222,0.22725,0.067151,0.064017,0.12822,0.055536,0.6293977951335539
526.8,0.53229,120.49,12.53,0.087212,0.22726,0.067158,0.064013,0.12822,0.055537,0.6293998501415786
526.8,0.5323,120.51,12.527,0.087216,0.2273,0.067154,0.064015,0.12821,0.055536,0.6294383269836327
527.0,0.53238,120.51,12.519,0.087222,0.22733,0.067149,0.064017,0.12821,0.055535,0.6294640340991391
530.68,0.52595,120.29,12.587,0.087145,0.22733,0.06722,0.063984,0.12833,0.055563,0.6295674154370158
527.7,0.53014,120.61,12.612,0.087145,0.22745,0.067211,0.063975,0.12828,0.055562,0.6296175740265546
526.74,0.53144,120.73,12.531,0.087229,0.22772,0.067135,0.064021,0.12818,0.055533,0.6298108594257154
527.52,0.53183,120.02,12.515,0.08719,0.22759,0.06719,0.064007,0.12829,0.055542,0.6298116433355643
