Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
2000.0,0.11652,123.98,19.969,0.13094,0.19134,0.055902,0.083927,0.071556,0.062128,0.5958004508515702
1999.8,0.11652,123.99,19.979,0.13094,0.19137,0.055902,0.083927,0.071557,0.062126,0.5958289821077316
2000.0,0.11654,123.98,19.89,0.13093,0.19146,0.055898,0.083936,0.071546,0.062131,0.5959010881776018
1995.1,0.11679,123.89,19.965,0.13095,0.19158,0.055899,0.083921,0.071567,0.062124,0.5960332082902042
1999.6,0.11633,124.08,19.993,0.13092,0.19164,0.055904,0.083938,0.071541,0.062117,0.5960623353793054
1996.3,0.11655,123.99,19.906,0.13091,0.19167,0.055898,0.083941,0.07154,0.06212,0.596076863616348
2000.0,0.11639,124.16,19.931,0.1309,0.19174,0.055902,0.083946,0.071529,0.062115,0.596128511970031
2000.0,0.11643,124.16,20.0,0.13092,0.19178,0.055905,0.083937,0.071541,0.062113,0.5961915772954115
1995.1,0.1171,123.7,19.97,0.13099,0.19175,0.055897,0.083899,0.071595,0.062139,0.5962789133212391
2000.0,0.1167,123.99,19.968,0.13095,0.19189,0.055902,0.083921,0.071564,0.062129,0.5963593162733128
