Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
915.08,2.7265,189.9,1.9135,0.0,0.0
925.29,2.7391,184.73,1.8882,0.0,0.0
902.53,2.6813,190.03,1.8989,0.0,0.0
923.68,2.7301,191.66,1.8496,0.0,0.0
899.57,2.7772,187.2,1.8844,0.0,0.0
912.18,2.7312,192.97,1.9084,0.0,0.0
914.4,2.7087,188.37,1.8737,0.0,0.0
904.52,2.7646,188.51,1.8767,0.0,0.0
908.21,2.7363,189.14,1.8492,0.0,0.0
1015.8,2.2926,73.389,2.1734,0.0,0.0
