Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g237),Error (g303),Error (g59),Error (curve),Error (g86),Reduced Error
15.236,103.26,10.984,15.197,7.7983e-09,0.2421,0.047548,0.028749,0.038574,0.3483,0.01944,0.12078532923710729
16.338,102.44,11.049,15.165,8.0819e-09,0.24235,0.047382,0.028748,0.038577,0.34992,0.019342,0.12105213138634846
14.761,103.35,10.995,15.431,7.7461e-09,0.2418,0.047515,0.028772,0.03864,0.35136,0.019456,0.12125718642853817
14.541,102.93,11.032,15.474,7.6568e-09,0.24169,0.047554,0.028777,0.038639,0.35285,0.019486,0.1214995504076349
15.192,97.85,10.992,15.419,7.7777e-09,0.24172,0.047385,0.028772,0.038719,0.35334,0.01935,0.12154865246196861
15.206,97.723,11.064,15.109,8.0035e-09,0.24184,0.047499,0.028749,0.038592,0.35444,0.01937,0.12174843351208092
14.904,101.88,11.165,15.381,7.9748e-09,0.24169,0.047515,0.028774,0.038589,0.355,0.019447,0.12183623282961557
15.396,102.75,10.862,15.412,7.8193e-09,0.24205,0.047367,0.028766,0.038705,0.35549,0.019357,0.12195635928266556
15.129,104.98,11.067,15.196,8.1272e-09,0.24202,0.047534,0.028755,0.038531,0.35838,0.01944,0.12244332941650721
14.905,103.86,11.224,15.434,7.9749e-09,0.24172,0.047542,0.028779,0.038559,0.35912,0.019485,0.12253343046325932
