Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.027441,23.969,412.91,723.2,154.13,511.13,76.177,13.481,0.034946,0.46581,0.10256,0.14173,0.22234,0.069408,0.049469,0.1057,0.15392,1.3458888929855255
0.028586,24.001,413.22,709.52,153.49,503.89,74.901,13.516,0.034394,0.46795,0.10268,0.1421,0.22247,0.069445,0.049708,0.10551,0.15419,1.3484448235639268
0.025519,23.557,412.92,725.61,154.26,513.06,77.109,13.569,0.035019,0.46879,0.10256,0.14152,0.22228,0.069565,0.04938,0.10574,0.15381,1.3486649537751874
0.027805,23.96,412.71,724.37,154.45,510.26,77.179,13.628,0.034793,0.46929,0.10233,0.14166,0.2224,0.069493,0.049397,0.10567,0.15395,1.348986120430757
0.0262,23.96,412.41,725.46,160.85,507.09,76.061,13.622,0.03495,0.47148,0.10247,0.14149,0.22234,0.069163,0.049134,0.10576,0.15358,1.3503737884366092
0.027523,23.96,413.41,724.33,154.45,510.03,75.853,13.628,0.034775,0.47057,0.10242,0.14173,0.2224,0.069434,0.049439,0.10564,0.15403,1.3504438639781107
0.026502,23.96,412.69,734.22,153.3,510.23,78.497,13.502,0.035038,0.47394,0.10227,0.14142,0.22236,0.069365,0.049249,0.10576,0.15377,1.3531628973031706
0.02826,23.969,407.59,716.64,154.29,510.69,74.119,13.91,0.034509,0.47364,0.10247,0.14196,0.2224,0.069725,0.04963,0.1055,0.15427,1.3540970610242449
0.026062,23.96,409.51,737.36,153.42,511.1,77.753,13.521,0.035164,0.47504,0.10236,0.14138,0.2223,0.069355,0.049239,0.10578,0.15371,1.3543330095694177
0.024352,23.959,412.6,724.63,153.29,509.02,78.533,13.502,0.034918,0.47598,0.10242,0.14146,0.22228,0.069466,0.04931,0.1057,0.15376,1.3552819786838763
