iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9293628244571557,0.18330393487569047,2.9877102791044776
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.7291687471687986,0.17766708569056372,1.7857219369935677
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.21697706712862283,0.12577425763565708,0.2570122567614796
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.1711286570257371,0.09354238953793853,0.20090412439291813
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.288669228588043,0.09219870636450098,2.3180169883172197
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1861709289452782,0.2178877709229079,1.255526760508589
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.6306175864379844,0.2160030641685436,2.6993734972088235
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.44950870706615853,0.09399671408370454,0.47942879042779285
9,574.58,10.867,98.053,2.6252,0.2771226701437691,0.10182028654437839,0.30953307396491114
10,510.35,1.1361,72.338,1.1049,0.3203997912350554,0.12447421890609904,0.360021165687872
11,10.042,7.9138,109.38,4.8865,0.36871429995867877,0.1519091271022946,0.41706847691688914
12,490.34,14.995,74.455,4.7415,0.15858514221987785,0.09372995099367215,0.1884203122526859
13,479.94,8.1903,77.675,4.7541,0.16181632811372088,0.09366895763775906,0.19163208335835027
14,66.908,175.94,98.163,2.1344,0.4077137435988562,0.10639745190821115,0.44158110440600423
15,497.41,1.4083,88.153,2.9094,0.1531911315222339,0.09961744131949044,0.18490034793056134
16,401.73,0.012908,23.811,11.564,0.29666271821046564,0.09623338097745922,0.32729475475648206
17,441.67,10.891,93.212,1.9039,0.027866600850920287,0.1093975565970346,0.06268892464010717
18,455.78,13.932,91.906,1.9741,0.010887814356225298,0.10847342384693505,0.04541597755490928
19,456.3,13.186,91.329,1.963,0.012763702107639517,0.1085997875151635,0.047332088111175064
20,378.06,0.1232,91.858,3.1425,0.04596820465191835,0.0980875141851826,0.07719043012825477
21,442.23,0.035085,86.892,3.6555,0.12159490892729903,0.09586364795621315,0.15210925579740422
22,472.77,30.936,92.151,2.0247,0.03490410799127194,0.10786896486280317,0.06923986591951414
23,425.64,5.8749,91.036,2.1643,0.016939893518559214,0.10615879950196555,0.050731288905437724
24,412.57,8.5573,89.73,2.2046,0.02655372068297441,0.1056012833558643,0.0601676531688418
25,375.76,0.021985,82.78,2.8882,0.03854566460594053,0.09939580944400825,0.07018433339720853
