Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g72),Error (g207),Error (g101),Error (g287),Error (curve),Error (g95),Error (g240),Error (g14),Reduced Error
1941.0,0.17767,151.46,5.4135,0.1272,0.10038,0.064542,0.036375,0.11145,0.3844,0.13417,0.21866,0.047408,1.224597074645877
1941.0,0.17821,151.06,5.4074,0.1272,0.10039,0.064589,0.036412,0.11145,0.38572,0.13418,0.21867,0.047394,1.225993848112921
1941.0,0.17675,151.38,5.6115,0.12806,0.10057,0.063162,0.035563,0.11123,0.38775,0.1341,0.21854,0.047283,1.2262638675639057
1941.0,0.17786,151.48,5.5034,0.1276,0.10047,0.06393,0.036004,0.11135,0.38729,0.13414,0.21861,0.047346,1.2267371142682395
1941.0,0.17808,151.47,5.463,0.12743,0.10044,0.06421,0.036174,0.1114,0.3871,0.13416,0.21863,0.047367,1.2268969581749234
1947.0,0.17562,151.49,5.4948,0.12753,0.10043,0.063949,0.035995,0.11136,0.38826,0.13413,0.21862,0.047392,1.2276662969233196
1945.5,0.17497,152.19,5.6032,0.12797,0.10053,0.063206,0.03556,0.11126,0.39083,0.13408,0.21856,0.047335,1.2293315641448694
1941.1,0.17638,151.41,5.4126,0.12718,0.10036,0.064521,0.036352,0.11144,0.39035,0.13417,0.21867,0.047437,1.2304870980222842
1941.0,0.17889,150.94,5.4725,0.12749,0.10046,0.064154,0.036151,0.11137,0.3909,0.13416,0.21862,0.047335,1.2306462225153054
1940.4,0.17685,151.48,5.3562,0.12694,0.10031,0.064916,0.036605,0.11151,0.39034,0.13419,0.2187,0.047458,1.2309642678422572
