Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855745993
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746013
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746017
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746024
1727.4,0.26324,175.59,2.0206,0.015956,0.01595636385574604
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746065
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746072
1727.4,0.26324,175.59,2.0206,0.015956,0.01595636385574608
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746093
1727.4,0.26324,175.59,2.0206,0.015956,0.015956363855746093
