Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
177.87,9.9902,100.96,3.4571,0.11902,0.12181,0.25393,0.14646,0.15391,0.42384,1.0674,0.16794,0.12653,2.5808203273679062
176.16,10.002,106.19,3.4636,0.119,0.12162,0.2538,0.14621,0.15393,0.40466,1.1195,0.16786,0.12585,2.61242212937868
175.8,10.035,107.72,3.4466,0.11904,0.12158,0.25377,0.14634,0.15422,0.38743,1.1508,0.16787,0.1256,2.6266904252927974
176.95,9.9527,111.2,3.5402,0.11886,0.12139,0.25362,0.14523,0.15289,0.42559,1.1899,0.16771,0.12528,2.7004524774388554
179.65,9.9824,108.62,3.5108,0.11893,0.12152,0.25374,0.14564,0.15323,0.40445,1.2499,0.16774,0.12553,2.7406652036219565
169.53,10.374,94.915,3.7119,0.11857,0.12133,0.25315,0.14384,0.15075,0.69278,0.98401,0.16812,0.1275,2.760053533681779
172.08,10.243,112.43,3.7118,0.11855,0.12088,0.25308,0.14327,0.15083,0.53012,1.1705,0.16767,0.12528,2.7801624746707865
158.82,12.184,97.433,4.2614,0.11789,0.11912,0.25074,0.13862,0.14608,0.73821,0.98221,0.1671,0.12614,2.7861086175874177
164.3,10.374,107.26,3.7137,0.11852,0.12085,0.25295,0.14333,0.15095,0.62155,1.0983,0.16784,0.12603,2.8003387907597648
163.51,10.268,114.53,4.1688,0.11803,0.12003,0.25205,0.13927,0.14576,0.84978,0.95997,0.16733,0.12417,2.876375737416518
