Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1677.7,0.15209,142.69,3.1996,0.42567,0.088709,0.052351,0.14773,0.12787,0.24008,0.10731,0.15432,0.11267,1.4567014589044018
1680.8,0.15019,143.45,3.1715,0.45909,0.089346,0.052953,0.14794,0.12844,0.23988,0.10723,0.15473,0.11269,1.4922951157784305
1679.4,0.15796,141.91,3.4282,0.49952,0.083376,0.047807,0.14606,0.12329,0.24166,0.11049,0.15109,0.11255,1.515847666427118
1679.6,0.15697,143.45,3.173,0.5446,0.089396,0.052929,0.1479,0.12845,0.23988,0.10655,0.15476,0.11267,1.57712995033934
1679.7,0.15635,144.43,3.2161,0.56993,0.088365,0.052056,0.14758,0.12755,0.24019,0.10724,0.1541,0.11266,1.599672336066414
1675.8,0.1502,156.25,2.2843,0.4721,0.10825,0.076365,0.15595,0.14951,0.23308,0.13428,0.16848,0.11474,1.6127618029976662
1657.4,0.15169,147.74,2.9179,0.56528,0.09556,0.058793,0.15,0.13413,0.23801,0.10244,0.15904,0.11286,1.616113428478461
1680.2,0.15272,139.4,3.1768,0.58895,0.089238,0.052737,0.14789,0.12836,0.2399,0.10687,0.15466,0.11265,1.6212711194312242
1681.3,0.14843,143.44,2.8213,0.56628,0.097752,0.060839,0.15075,0.13645,0.23725,0.10137,0.16073,0.11289,1.624309490058898
1643.4,0.15371,147.77,3.0408,0.58363,0.092635,0.056035,0.149,0.13128,0.23897,0.1045,0.15694,0.1128,1.6257803874571555
