Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038358
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038375
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038382
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038392
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038392
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038396
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038406
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038406
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038413
1470.0,0.28627,194.39,2.0099,0.023947,0.023947022834038413
