iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,807.3167438366468,195.43580766517724,175.81985940133555,10.42099893792591,1.4335294659975995,0.09285613196075101,1.463086490793493
2,420.38825851208094,541.2702956385356,6.795682578965165,3.791513010515734,0.35900487586258717,0.09737879373974956,0.3900015086146017
3,737.6337757197795,857.5543498389986,64.4608923222501,6.339037707715056,0.6598715793728679,0.09338771420177544,0.6895978120513994
4,209.28772774287177,990.0314053466585,222.2998460414827,17.09275613809404,1.1399798798133065,0.17026422103643804,1.1941766646325869
5,912.9229357208991,492.0386283748307,356.4889160682159,18.33485132756047,2.9797582435762338,0.20225066385258922,3.0441366293677476
6,369.65506684273646,371.50622828844826,468.85816626195884,2.4577680050593127,2.2541005794881683,0.1037004393615697,2.287109454538559
7,517.6402577710522,672.6778043217319,383.436016293928,11.975154661831525,2.6468790444337804,0.2134642222046086,2.7148268167080407
8,118.94332089296321,107.54852475544816,285.5393053049694,15.21152290673387,1.3130682321983669,0.15285947397091854,1.3617249139601642
9,48.034,744.79,48.561,5.6153,0.535148976979291,0.10707574866396177,0.5692322463495608
10,252.97,726.09,73.929,3.9813,0.0774210945415543,0.09828709487037163,0.10870684852307773
11,259.82,630.3,90.612,2.6689,0.06472167157328107,0.10285416520968768,0.09746116919470556
12,352.72,979.14,76.235,3.597,0.10489245225875082,0.0995597595472705,0.13658330798872806
13,307.37,901.35,74.54,2.1515,0.11158834258670768,0.10787885637645993,0.14592724908153615
14,335.5,810.47,82.27,2.3282,0.024813460492539026,0.10594796000231524,0.058537743582280796
15,331.85,805.72,85.944,2.5659,0.027102896124609806,0.10402165676402225,0.060214017849815074
16,324.64,795.01,86.187,2.5153,0.015299211410815125,0.10436861313280374,0.04852077277827797
17,319.85,786.76,84.743,2.7518,0.01890185750307846,0.10273460830493139,0.05160329897975749
18,319.65,787.11,86.895,2.5602,0.01589325683406258,0.10403619477290829,0.049009006151221696
19,304.44,768.76,81.76,3.3314,0.020310072866919725,0.09974150805270887,0.052058780942977126
20,316.64,787.0,87.851,2.4704,0.012540522605378954,0.10468867914843222,0.045863964149847794
21,315.72,791.22,88.806,2.4288,0.01278944745204424,0.10503384823153168,0.04622275972806863
22,306.45,756.57,81.903,3.4802,0.030507383320445013,0.09911952128403059,0.062058106858956616
23,302.6,739.14,80.227,3.367,0.013141477745193786,0.09944439633294949,0.04479561222355071
24,344.47,766.75,85.762,2.3074,0.015885647199221427,0.10595782635899592,0.049613070847835276
25,378.4,849.13,99.418,2.1683,0.10665365630011034,0.10729490999092259,0.14080668688742098
26,313.57,741.89,79.694,3.2052,0.016642200376889595,0.10008686756384633,0.048500839799629644
27,303.37,778.46,82.196,3.5543,0.03433512022516449,0.09911203587091491,0.0658834610826792
28,318.67,796.79,86.125,2.5951,0.014279146673167181,0.10382894660246109,0.04732892684877945
