Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1043.4,0.2545,126.63,4.4759,0.05985,0.10854,0.11359,0.13933,0.1061,0.14035,0.21294,0.25002,0.034813,1.1655167915585087
1043.1,0.25388,126.8,4.4586,0.060105,0.10859,0.11358,0.13942,0.10627,0.14049,0.21333,0.24991,0.034928,1.1666158705145864
1043.8,0.25353,127.02,4.5024,0.059432,0.10855,0.11358,0.13922,0.10587,0.14013,0.21588,0.25015,0.034672,1.1674855759566118
1042.5,0.25574,125.99,4.4575,0.06015,0.10854,0.11359,0.13941,0.10625,0.1405,0.2171,0.24993,0.034902,1.1703721160102183
1042.1,0.25313,126.95,4.4592,0.060081,0.1086,0.11358,0.13942,0.10628,0.14048,0.21907,0.24991,0.034936,1.172348319567056
1042.5,0.25601,125.83,4.4447,0.060355,0.10859,0.11359,0.13948,0.10638,0.14061,0.21891,0.24985,0.034975,1.1727325716284034
1042.9,0.25388,126.73,4.404,0.060963,0.10888,0.11355,0.13973,0.10687,0.14095,0.21854,0.24956,0.035264,1.17431123445745
1042.7,0.2545,126.63,4.3919,0.061154,0.10893,0.11356,0.1398,0.10699,0.14105,0.22106,0.24949,0.035333,1.1773678151884734
1042.6,0.25621,125.48,4.4646,0.060061,0.10848,0.1136,0.13937,0.10616,0.14044,0.2256,0.24998,0.034843,1.17853556203789
1043.2,0.25368,127.01,4.3848,0.061258,0.109,0.11355,0.13985,0.10709,0.14111,0.22211,0.24943,0.03539,1.1787920196668817
