Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
909.29,2.7313,191.3,1.8865,0.0,0.0
929.99,2.684,189.13,1.8867,0.0,0.0
920.14,2.6879,188.43,1.9026,0.0,0.0
907.51,2.6947,189.6,1.9153,0.0,0.0
902.75,2.7313,190.27,1.8755,0.0,0.0
895.16,2.7299,186.96,1.9162,0.0,0.0
919.95,2.7651,187.93,1.8956,0.0,0.0
896.61,2.6933,185.39,1.9095,0.0,0.0
905.16,2.7175,189.37,1.8428,0.0,0.0
907.88,2.8956,191.66,1.7786,0.0,0.0
