iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9082411471304432,0.16264092284189025,2.960011360769072
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.7196667042653448,0.19458429854092504,1.7816048101870594
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.2178138323886764,0.12569123127461182,0.2578225939099986
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.1717708891152594,0.0934814339154334,0.20152695370517854
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.287763603379191,0.09216520424065916,2.317100699051141
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1854277533444109,0.19230865680341952,1.246641500003665
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.6204889583278117,0.21271484617165073,2.6881981968023125
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4527980748155808,0.09394975983183092,0.4827032121746454
9,574.58,10.867,98.053,2.6252,0.2824795682557205,0.10177329902302835,0.3148750154842896
10,510.35,1.1361,72.338,1.1049,0.3182812498537152,0.12439515066221538,0.35787745610282046
11,10.042,7.9138,109.38,4.8865,0.3711782323203433,0.17495306723621162,0.4268675232398069
12,490.34,14.995,74.455,4.7415,0.16032329229195197,0.09371880395332696,0.19015491411161647
13,479.94,8.1903,77.675,4.7541,0.1621009927980013,0.09361312641335573,0.19189897641194537
14,66.908,175.94,98.163,2.1344,0.40667891582254323,0.1062972555287506,0.44051438313154917
15,497.41,1.4083,88.153,2.9094,0.15429609748055256,0.09956769020185359,0.1859894776162875
16,401.73,0.012908,23.811,11.564,0.29683572004278225,0.09627490862261678,0.32748097524880226
17,441.67,10.891,93.212,1.9039,0.025394304677467408,0.10942763987402841,0.06022620427113023
18,455.78,13.932,91.906,1.9741,0.010662099751548563,0.10842114727058387,0.04517362279916412
19,456.3,13.186,91.329,1.963,0.011529660895997836,0.10853200823414996,0.046076472084308345
20,378.06,0.1232,91.858,3.1425,0.04937023364330207,0.09799602246810565,0.08056333640158897
21,442.23,0.035085,86.892,3.6555,0.12483200742090955,0.09573547314412736,0.15530555498116808
22,472.77,30.936,92.151,2.0247,0.03689212539586302,0.10778274640664143,0.07120043913713743
23,425.64,5.8749,91.036,2.1643,0.013313544745749563,0.10609646106942447,0.047085097193261045
24,412.57,8.5573,89.73,2.2046,0.02222868533688836,0.10563219412585108,0.0558524570264321
25,375.76,0.021985,82.78,2.8882,0.03888179507774412,0.09938903765840329,0.07051830834270695
26,447.7,9.5,91.21,2.0723,0.011162815029039748,0.10718479092451977,0.045280793628857036
27,432.24,13.038,87.562,2.2638,0.010964527790961243,0.10496173720091016,0.044374886413035906
28,431.28,0.1874,91.501,2.3451,0.027658415731301823,0.10422050710701887,0.060832833486553946
29,445.74,8.8186,90.711,2.0849,0.010566418843327775,0.10700769173385889,0.04462802501992256
30,432.85,13.272,87.297,2.3142,0.011468531067839202,0.10444446280162797,0.04471423613475256
31,421.5,12.505,87.273,2.3825,0.00914572248514757,0.10377401007233544,0.04217801582010821
32,439.44,9.5776,89.255,2.1922,0.011906421089233092,0.1057442578200248,0.04556586376051461
33,430.99,7.2387,90.046,2.2216,0.011408850909448908,0.10543871868852957,0.04497103745455948
34,417.67,3.7783,86.177,2.4375,0.013103186805288445,0.10321770149423606,0.045958401620071206
35,422.65,0.13407,86.295,2.4318,0.009773511146628987,0.1031787174925293,0.042616316968265476
36,428.05,13.184,86.047,2.4342,0.012762290427593815,0.10324118383020621,0.04562497990206656
37,430.89,12.727,87.607,2.289,0.010569480355358034,0.1047048418344387,0.043898066642570024
38,433.86,7.3213,87.587,2.2811,0.011266767092332658,0.10472643950478054,0.044602228131532994
