Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1613.7,0.16306,125.3,4.4124,0.05565,0.24042,0.069988,0.13551,0.10759,0.055148,0.6642979731356357
1613.7,0.16306,125.3,4.3578,0.055769,0.24012,0.070082,0.13574,0.10818,0.055016,0.6649157883216209
1622.4,0.16302,124.26,4.3676,0.055735,0.24084,0.070037,0.13575,0.10801,0.055047,0.6654203934586289
1616.3,0.1642,123.78,4.3534,0.055762,0.24214,0.070046,0.13583,0.10816,0.055013,0.6669595253921082
1618.5,0.16202,125.29,4.4261,0.05562,0.24373,0.069971,0.13544,0.10744,0.055182,0.6673808620986262
1654.3,0.15912,124.71,4.4605,0.055551,0.24497,0.069885,0.13535,0.10695,0.05529,0.6679945203003252
1644.5,0.16215,123.33,4.4769,0.055507,0.24534,0.069806,0.13536,0.10673,0.055345,0.6680958726463893
1618.5,0.16221,125.91,4.3513,0.05579,0.24336,0.070106,0.13575,0.10827,0.054998,0.6682725771529903
1617.7,0.16199,125.27,4.426,0.055619,0.24466,0.069973,0.13544,0.10744,0.055181,0.6683111092511984
1650.2,0.15901,125.02,4.4581,0.055558,0.24538,0.069903,0.13534,0.107,0.055278,0.6684625900784482
