Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.042636,4.5052e-07,738.83,463.6,180.44,846.15,81.152,3.2985,0.31887,0.13565,0.045271,0.11898,0.11385,0.093513,0.053026,0.22542,0.077731,1.182318595000712
0.042636,4.5052e-07,741.11,463.6,180.44,846.15,81.152,3.2985,0.31948,0.13567,0.045263,0.11897,0.11384,0.093517,0.053039,0.22545,0.077688,1.1829231683717036
0.042636,4.3451e-07,750.83,463.6,180.44,846.15,81.152,3.2985,0.32589,0.13577,0.045228,0.11896,0.11378,0.093536,0.053087,0.22559,0.077506,1.189334683838551
0.020056,4.5047e-07,741.65,503.6,179.35,812.95,81.211,3.3804,0.33269,0.13594,0.045343,0.11905,0.11367,0.093604,0.0513,0.22504,0.076343,1.1929721436246066
0.042636,4.5052e-07,741.11,463.6,180.44,812.98,81.152,3.2985,0.33173,0.13584,0.045138,0.11894,0.11365,0.093649,0.052866,0.22546,0.077184,1.1944492283309593
0.019978,4.4791e-07,740.96,499.47,180.27,805.65,81.414,3.333,0.33396,0.13584,0.045005,0.11884,0.11372,0.093644,0.052308,0.2252,0.077,1.195521147417606
0.019479,4.4651e-07,741.73,499.88,179.96,802.87,81.987,3.3192,0.33529,0.13582,0.044865,0.11873,0.11376,0.093673,0.052693,0.22527,0.077226,1.1973208995139586
0.020203,4.44e-07,746.6,496.85,181.54,804.53,81.111,3.3323,0.33591,0.13592,0.045006,0.11889,0.11364,0.093665,0.052289,0.22526,0.076833,1.1974017940895343
0.019841,4.4424e-07,747.55,510.94,181.26,801.75,81.671,3.3361,0.33633,0.13588,0.044856,0.11875,0.11375,0.093691,0.052369,0.22521,0.076946,1.1977771110446327
0.020145,4.4578e-07,743.77,495.61,181.37,798.6,81.421,3.3167,0.33596,0.13588,0.044877,0.1188,0.11367,0.09369,0.052643,0.22529,0.077067,1.1978690495397406
