Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1235.3,0.20863,103.1,5.0554,0.11667,0.029176,0.096349,0.47595,0.13321,0.023169,0.25623,0.11678,0.14118,1.388719922811203
1215.0,0.20861,102.71,5.0367,0.11692,0.028644,0.096314,0.47928,0.13314,0.022925,0.25623,0.11694,0.14166,1.3920505744161416
1278.0,0.21018,102.79,5.0894,0.11614,0.030629,0.096186,0.54351,0.13322,0.023577,0.2563,0.11653,0.14006,1.4561674331180416
1239.7,0.20993,102.5,4.9144,0.11859,0.03145,0.097243,0.53833,0.13401,0.023622,0.25564,0.11677,0.14148,1.4571422898039477
1374.3,0.20604,102.83,4.9865,0.11776,0.036356,0.09755,0.5598,0.13456,0.025324,0.25547,0.11585,0.13864,1.4813109015062786
1374.3,0.20604,102.81,4.9863,0.11776,0.036362,0.097547,0.56024,0.13456,0.025322,0.25547,0.11585,0.13864,1.4817492687564855
1371.0,0.20422,100.91,5.1404,0.11553,0.03418,0.096061,0.57678,0.13346,0.024441,0.25634,0.11607,0.13805,1.4909185249042414
1371.0,0.20422,100.89,5.1402,0.11553,0.034186,0.096058,0.57787,0.13346,0.024439,0.25634,0.11607,0.13805,1.4920111429083769
1352.0,0.20972,102.16,4.9174,0.11866,0.036759,0.097779,0.57929,0.1347,0.025206,0.25529,0.11603,0.13915,1.5028734560386963
1479.3,0.20557,101.71,5.0214,0.11768,0.040476,0.097876,0.58195,0.13501,0.026722,0.25528,0.11526,0.13686,1.5071093810560212
