iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.4663890651856511,0.0719494102638745,0.48929127377773585
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.1047662669383367,0.07334336112338544,0.12811218386985818
3,313.01,4.6363,64.219,15.739,4.7744e-05,0.09250179474335017,0.07369888194308202,0.11596087746652524
