Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1061.0,0.25496,124.52,4.7428,0.05585,0.10448,0.11349,0.13892,0.10424,0.13813,0.32344,0.25132,0.033317,1.2631947538922539
1061.9,0.25459,125.04,4.7517,0.055697,0.10442,0.11349,0.1389,0.10418,0.13808,0.32529,0.25136,0.033284,1.2647055844547685
1063.0,0.2546,125.03,4.7585,0.055602,0.10437,0.11349,0.13889,0.10412,0.13804,0.32795,0.25139,0.03324,1.2670780068930707
1062.1,0.25483,124.01,4.7526,0.055741,0.10439,0.11349,0.1389,0.10413,0.13805,0.32776,0.25138,0.033237,1.2670831753552574
1066.1,0.255,124.27,4.7509,0.055763,0.10464,0.11348,0.13889,0.10415,0.13807,0.32849,0.25137,0.033244,1.2681006851247727
1063.0,0.25459,125.06,4.7692,0.055444,0.10418,0.1135,0.13887,0.10402,0.13796,0.33092,0.25145,0.033179,1.2695129887711727
1063.8,0.25483,124.96,4.7652,0.055508,0.10427,0.11349,0.13887,0.10405,0.13799,0.33167,0.25143,0.033195,1.2704760402818256
1063.0,0.25461,125.28,4.7634,0.055517,0.10428,0.1135,0.13888,0.10408,0.13801,0.33199,0.25141,0.033222,1.270887739315897
1067.2,0.25283,125.0,4.7667,0.055505,0.10462,0.11348,0.13889,0.10405,0.13798,0.33264,0.25143,0.033184,1.271769237377553
1062.0,0.25311,124.96,4.8131,0.054812,0.10345,0.11352,0.13881,0.10363,0.13764,0.33567,0.25167,0.032939,1.27215276899882
