Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
781.24,0.34623,121.49,9.0643,0.12793,0.065467,0.089437,0.17518,0.055166,0.066028,0.579206096617287
755.01,0.35478,122.79,9.1601,0.12782,0.065451,0.089416,0.18613,0.055194,0.065976,0.589985708305907
724.01,0.36993,121.44,9.1626,0.12772,0.065397,0.089467,0.18631,0.055138,0.066012,0.5900472081979253
723.71,0.36993,121.42,9.1416,0.12772,0.065371,0.089495,0.1864,0.055131,0.066028,0.5901421027847513
720.83,0.37234,121.42,9.1868,0.12771,0.065417,0.089444,0.18696,0.055142,0.065992,0.590665209717689
717.21,0.37356,121.43,9.1876,0.1277,0.0654,0.089459,0.18698,0.055141,0.065995,0.59067347103256
721.66,0.37222,121.4,9.1864,0.12772,0.065422,0.08944,0.18724,0.055142,0.065991,0.5909485215798077
723.77,0.36993,121.29,9.1598,0.12772,0.065396,0.08947,0.1873,0.055134,0.066018,0.5910384179092982
723.92,0.37155,121.3,9.1641,0.12772,0.065411,0.089457,0.1875,0.055134,0.066006,0.5912301712133807
724.98,0.37018,121.4,9.2656,0.12775,0.065523,0.089331,0.18774,0.055169,0.065938,0.5914521752978735
