Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1605.3,0.1707,120.3,3.9158,0.058031,0.14089,0.070875,0.13924,0.11599,0.054494,0.5795093002147844
1605.6,0.17054,120.26,3.9068,0.058069,0.14087,0.070902,0.13929,0.11613,0.0545,0.5797593571349717
1674.4,0.16305,120.39,3.9586,0.057894,0.14903,0.070761,0.13907,0.11537,0.054491,0.5866163476815506
1665.5,0.1631,121.2,3.9589,0.057891,0.15054,0.07079,0.13902,0.1154,0.054496,0.5881366921151084
1670.5,0.15821,120.48,4.8017,0.055661,0.16794,0.069174,0.13504,0.10467,0.056142,0.588625782159439
1634.6,0.16418,119.53,4.5795,0.056017,0.16533,0.069495,0.13595,0.10688,0.055481,0.5891507827183633
1646.2,0.16026,120.72,4.7665,0.055712,0.16857,0.069229,0.13513,0.10501,0.056028,0.5896854796887804
1655.4,0.16285,120.37,4.4195,0.056351,0.16341,0.06978,0.13664,0.1088,0.055039,0.5900266677885587
1634.9,0.16404,119.53,4.5795,0.056016,0.16646,0.069496,0.13595,0.10688,0.055481,0.5902809952398138
1664.2,0.16378,121.35,3.9483,0.057937,0.15271,0.070816,0.13909,0.11557,0.054498,0.5906236570660968
