Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
518.33,0.51183,123.68,12.158,0.087367,0.20391,0.067041,0.064337,0.12913,0.055472,0.6072566105075828
520.23,0.51151,123.97,12.162,0.087343,0.20494,0.067047,0.064333,0.12913,0.055478,0.6082640253771
514.98,0.52046,122.58,12.208,0.087323,0.20521,0.067116,0.064245,0.12923,0.055465,0.6085951366665286
519.19,0.50889,124.03,12.099,0.087422,0.20876,0.066987,0.064399,0.12909,0.05547,0.6121279694576393
519.45,0.51251,123.39,12.291,0.087234,0.20994,0.067142,0.064219,0.12919,0.055485,0.6132088884061669
514.86,0.5115,124.21,12.276,0.087326,0.21011,0.067053,0.064294,0.129,0.055471,0.6132541341800326
519.33,0.50854,122.21,12.144,0.087351,0.21131,0.067094,0.064306,0.12932,0.055472,0.6148590385847336
518.94,0.51174,124.67,12.157,0.087376,0.21296,0.067003,0.064366,0.12902,0.055475,0.6161953863884546
513.01,0.5103,123.27,12.289,0.08733,0.21366,0.067079,0.064272,0.12908,0.055464,0.6168875836340525
513.65,0.51183,119.96,12.621,0.087018,0.2187,0.067363,0.063937,0.12945,0.055497,0.6219653874618751
