Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
509.9,4.2061,102.78,19.985,0.20268,0.12889,0.11636,0.074038,0.85014,0.08888,0.094176,0.22484,0.039382,1.8193776305580236
510.48,4.2022,102.79,19.985,0.20267,0.1289,0.11635,0.074048,0.85103,0.08887,0.094183,0.22485,0.039392,1.8202840387278092
517.62,4.2009,103.65,19.984,0.20225,0.12894,0.11637,0.073839,0.85281,0.088523,0.094021,0.22468,0.039338,1.820770814030996
511.17,4.2187,103.51,19.982,0.20252,0.12887,0.11641,0.073853,0.85253,0.08871,0.094045,0.22471,0.039357,1.8210198946396445
505.46,4.1882,102.78,19.975,0.2031,0.12899,0.11624,0.074187,0.85319,0.089079,0.094305,0.22498,0.039581,1.8236547613789258
504.59,4.1876,102.08,19.985,0.20316,0.12894,0.11626,0.074294,0.85414,0.08921,0.094376,0.22505,0.039525,1.8249529766733936
511.28,4.2172,102.8,19.981,0.20252,0.12883,0.11643,0.073958,0.85801,0.0888,0.094108,0.22477,0.039288,1.8267126439879524
508.18,4.2138,102.37,19.985,0.20273,0.12883,0.1164,0.074078,0.85817,0.088976,0.094198,0.22486,0.039327,1.8275735934457302
509.86,4.2172,104.26,19.985,0.20263,0.12894,0.11637,0.073771,0.86913,0.088667,0.093997,0.22469,0.039472,1.8376572783120275
500.39,4.228,101.81,19.974,0.20314,0.12875,0.11644,0.074186,0.8719,0.089278,0.094285,0.22496,0.039352,1.8422896440876124
