Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955669
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955669
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955669
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955669
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955669
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955699
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955699
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955699
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955699
1738.8,0.25531,166.7,2.2682,0.01467,0.014669704224955699
