Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3829.7,0.099419,147.18,3.5117,0.40588,0.043748,0.22057,0.061607,0.096709,0.11506,0.085158,0.11786,0.1367,1.2832930523810602
3852.5,0.099442,147.46,3.5008,0.41147,0.043699,0.2206,0.061868,0.096707,0.11516,0.085359,0.11777,0.13673,1.2893678880579609
3839.2,0.09772,147.47,3.5611,0.41823,0.043857,0.22048,0.060779,0.096814,0.11501,0.08462,0.11792,0.13662,1.29434399079152
3866.3,0.099376,147.33,3.4428,0.42078,0.043568,0.22071,0.062883,0.096655,0.11526,0.086036,0.11765,0.13684,1.3003807493274837
3866.2,0.09925,147.26,3.5552,0.42597,0.043778,0.2205,0.061096,0.096757,0.11516,0.08485,0.11786,0.13664,1.302606860329789
3865.8,0.099515,147.3,3.5292,0.42729,0.043729,0.22055,0.061495,0.096726,0.11519,0.085117,0.11781,0.13668,1.304588499171222
3866.4,0.099751,147.34,3.4981,0.43074,0.043665,0.22061,0.062002,0.096695,0.11522,0.085455,0.11775,0.13674,1.3088772728710552
3889.4,0.099554,145.24,3.4451,0.43438,0.043499,0.22069,0.063073,0.096629,0.11535,0.086143,0.11776,0.1368,1.314311601734833
3874.6,0.098626,148.49,3.4455,0.43774,0.043598,0.22073,0.062764,0.096706,0.11529,0.085996,0.11756,0.13686,1.3172324534714441
3866.0,0.095719,148.07,3.4459,0.45308,0.043627,0.22071,0.062611,0.096739,0.11519,0.085872,0.11762,0.13684,1.3322960393461796
