Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1138.7,0.23226,127.12,5.444,0.044997,0.097215,0.11413,0.13592,0.098707,0.13384,0.30957,0.25495,0.031108,1.2204333601202373
1138.5,0.23227,127.23,5.4442,0.044988,0.097264,0.11412,0.13593,0.098712,0.13384,0.3108,0.25495,0.031114,1.2217164567107865
1152.9,0.23076,124.5,5.4665,0.044968,0.11964,0.11421,0.13569,0.098433,0.13383,0.29102,0.25519,0.030885,1.2238691012042515
1131.3,0.23434,127.03,5.4385,0.045043,0.095971,0.1141,0.13604,0.098768,0.13383,0.31536,0.25491,0.031121,1.2251456219463621
1144.1,0.23458,125.01,5.4694,0.044902,0.11811,0.11416,0.13582,0.098468,0.13375,0.29711,0.25517,0.030911,1.228399711175403
1134.2,0.23752,125.4,5.4288,0.045342,0.097409,0.11412,0.13597,0.098749,0.13378,0.31805,0.2549,0.031043,1.2293627007524077
1144.1,0.23322,125.01,5.4716,0.044854,0.12682,0.11417,0.13582,0.098458,0.13378,0.29123,0.25519,0.030912,1.2312317323857145
1146.2,0.23606,123.22,5.4315,0.045524,0.097083,0.11419,0.13576,0.09858,0.13379,0.32042,0.255,0.030885,1.2312318115448648
1142.1,0.23744,125.16,5.4341,0.045386,0.096876,0.11414,0.13585,0.098674,0.13376,0.32131,0.25494,0.031004,1.231933464431251
1130.2,0.23689,127.11,5.4413,0.045055,0.095823,0.11409,0.13606,0.098761,0.13378,0.32484,0.25491,0.031114,1.2344312468619758
