Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1305.0,0.20216,123.8,5.0128,0.057048,0.13326,0.19822,0.10146,0.069148,0.054827,0.6139631424192665
1305.4,0.20221,123.77,5.0324,0.05712,0.13321,0.1984,0.10131,0.069124,0.054812,0.6139734815537649
1307.5,0.20216,123.84,4.9984,0.056994,0.1333,0.1984,0.10158,0.06916,0.054838,0.6142769760431996
1304.4,0.20216,123.81,4.9924,0.056971,0.13331,0.19847,0.10163,0.069171,0.054843,0.6143956573356262
1310.6,0.20226,123.95,4.9367,0.056762,0.13348,0.19929,0.10211,0.069226,0.054887,0.6157508743509232
1324.0,0.20026,123.65,4.9481,0.056811,0.13346,0.19965,0.102,0.069211,0.054872,0.6159944168590545
1324.8,0.19905,123.86,4.9579,0.056844,0.13341,0.19983,0.10192,0.06921,0.054868,0.616083823346684
1325.0,0.19902,124.27,4.9621,0.056852,0.13339,0.19996,0.10191,0.069207,0.054871,0.6161889393487665
1324.8,0.19911,123.75,4.9562,0.056839,0.13342,0.20008,0.10193,0.069211,0.054868,0.6163478459154987
1324.9,0.19911,123.76,4.9424,0.056787,0.13345,0.20018,0.10205,0.069227,0.05488,0.6165809853300203
