Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
554.43,410.13,66.861,292.43,145.09,82.477,62.748,11.189,0.12108,0.26844,0.12989,0.11397,0.38016,0.023394,0.026158,0.099562,0.11818,1.2808343029546827
554.32,393.81,66.79,285.05,150.9,73.259,62.841,11.096,0.1211,0.26848,0.1299,0.11517,0.37723,0.023407,0.025978,0.099771,0.12032,1.2813648499308632
552.01,408.76,66.704,282.54,144.56,76.527,62.936,11.097,0.12094,0.26865,0.13001,0.11491,0.37909,0.023587,0.02613,0.099584,0.1191,1.2820224436421084
554.36,399.47,66.703,277.03,145.25,78.01,62.84,11.088,0.12096,0.26876,0.13007,0.11493,0.37898,0.023607,0.026099,0.099697,0.11982,1.282915513572429
554.31,406.99,66.706,277.03,145.69,81.701,62.834,11.062,0.12081,0.26879,0.1301,0.11449,0.37991,0.023666,0.026168,0.099625,0.11942,1.2829873818812976
552.34,399.49,65.493,276.51,148.03,77.861,62.851,11.086,0.1209,0.26875,0.13005,0.11484,0.37941,0.023608,0.026088,0.099711,0.12006,1.2834097990999427
554.18,400.18,65.496,276.49,148.31,78.304,62.982,11.08,0.12089,0.26874,0.13007,0.11475,0.37994,0.023621,0.026102,0.099755,0.12014,1.2840037618754006
553.69,399.91,66.628,278.75,146.97,76.662,63.294,11.089,0.12095,0.26866,0.12999,0.11504,0.38073,0.023567,0.026134,0.099694,0.11988,1.2846448404763182
554.73,405.47,66.033,276.93,145.54,79.162,62.882,11.088,0.12086,0.26879,0.13011,0.11469,0.38119,0.023674,0.026134,0.099677,0.11961,1.284735431273651
547.11,400.18,65.48,276.44,148.03,77.86,62.848,11.083,0.12086,0.26874,0.12997,0.1147,0.38145,0.023586,0.026117,0.099588,0.11977,1.2847781355976788
