Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
4.0983,9.9016,163.31,5.4562,0.16624,0.15527,0.11034,0.068911,0.99082,0.048368,0.080442,0.22098,0.072299,1.9136740359419486
222.01,8.9366,39.564,6.4152,0.33116,0.12571,0.13444,0.1304,0.71265,0.11328,0.10868,0.25503,0.072986,1.9843432064129722
222.53,8.9319,39.793,6.4271,0.33115,0.1257,0.13443,0.13037,0.71785,0.11329,0.10868,0.25504,0.072967,1.9894854716196848
216.38,8.9515,39.628,6.3764,0.33009,0.12594,0.13419,0.12993,0.72577,0.11281,0.10851,0.25455,0.072966,1.994751483421566
196.96,8.7314,39.15,6.3155,0.32997,0.1258,0.13414,0.12998,0.73101,0.11311,0.10861,0.25477,0.072801,2.0001793955930163
198.24,8.9932,38.592,6.2737,0.32797,0.12636,0.13378,0.12911,0.73817,0.11196,0.10818,0.25358,0.072894,2.0019914725817127
211.45,8.9545,39.563,6.3771,0.32976,0.12597,0.13413,0.12978,0.73456,0.11275,0.10848,0.25441,0.072906,2.0027359651299044
219.99,8.6646,39.717,6.3394,0.33207,0.12549,0.13452,0.1309,0.73655,0.11371,0.10888,0.25573,0.073054,2.0108966354250937
220.72,8.8326,40.277,6.5,0.33221,0.12537,0.13465,0.1308,0.73724,0.11396,0.10892,0.25563,0.072835,2.0116138642768795
215.88,8.9674,40.019,6.3882,0.32968,0.12601,0.13409,0.12971,0.76323,0.11264,0.10846,0.25436,0.072928,2.031117181469267
