iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.2962753063283385,0.08861126364260093,0.32448114757301666
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04928711764954366,0.08403090975997905,0.07603498697116298
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.16941184592000996,0.0779332743448129,0.1942187776066375
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.16077021009528095,0.0738462078181387,0.18427618810097723
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.1886050102364252,0.0722912904753318,0.2116160426797074
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.020759551656302343,0.0729734876552819,0.043987734206289375
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.03778959611783536,0.07294248051438752,0.061007908788333426
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.033110068909567754,0.07316722356458064,0.05639991951479338
9,494.02,0.50636,99.313,12.387,4.517e-06,0.018182509696861915,0.07320229791427971,0.04148352481434822
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.017846503707461544,0.07307101931159607,0.041105731547869256
11,455.66,0.58146,102.25,13.326,8.357e-06,0.022905699327133596,0.073148552000275,0.04618960658885023
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.017679993350571074,0.07313424829276703,0.040959347600778837
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.023191806907955012,0.07310215916182068,0.0464609468705435
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06135116275842882,0.07315564168675576,0.08463732673744222
