Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
65.016,2.3114,827.82,472.69,442.87,833.14,44.434,3.377,0.37617,0.13143,0.042515,0.11407,0.12643,0.093052,0.053739,0.22174,0.089085,1.2482297967788332
65.848,2.3114,827.82,472.16,442.87,833.14,44.434,3.377,0.37647,0.13143,0.042502,0.11405,0.12646,0.093023,0.053763,0.22173,0.08911,1.248543338717915
77.273,2.3198,827.63,474.12,447.89,824.29,44.316,3.3856,0.37891,0.13144,0.042389,0.11399,0.12663,0.092526,0.053823,0.2216,0.089205,1.2505244544999603
64.972,2.2175,827.82,454.91,443.74,832.25,44.058,3.3775,0.37942,0.1314,0.042559,0.11401,0.12652,0.093295,0.053522,0.22174,0.088934,1.2514006028413502
63.621,2.3369,788.52,468.63,440.64,851.97,43.957,3.3563,0.38342,0.13139,0.042577,0.11405,0.12633,0.09211,0.053408,0.22159,0.088957,1.2538387391166192
63.501,2.6594,788.51,469.09,442.11,852.07,43.91,3.3207,0.38881,0.13141,0.042734,0.11412,0.12597,0.091656,0.053598,0.22168,0.088885,1.2588704858841056
65.528,2.3929,815.62,489.87,437.61,818.73,44.647,3.3523,0.38781,0.13151,0.042472,0.11419,0.12615,0.092749,0.054031,0.22177,0.089171,1.2598592554162067
64.967,2.2836,827.87,470.99,443.5,833.31,44.793,3.3931,0.39129,0.13142,0.042515,0.11407,0.12643,0.092908,0.053591,0.22171,0.088987,1.2629237583785249
66.539,2.2615,827.77,475.23,441.84,828.1,44.448,3.3185,0.3902,0.13152,0.042384,0.1139,0.12658,0.09379,0.0546,0.22185,0.089693,1.2645105010818238
58.327,2.2693,820.08,540.05,442.2,827.03,44.447,3.3754,0.40497,0.1315,0.042384,0.11444,0.12617,0.093126,0.054017,0.22173,0.08937,1.2777091965195448
